counterparty_id,acct_last_updated_ts_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
70281,16,26.48,1,26.48,NaN,26.48,26.48,26.48,NaN,0.0,NaN,NaN,26.48,0.0,NaN,NaN
69808,31,3.73,1,3.73,NaN,3.73,3.73,3.73,NaN,0.0,NaN,NaN,3.73,0.0,NaN,NaN
14145,15,594.0,1,594.0,NaN,594.0,594.0,594.0,NaN,0.0,NaN,NaN,594.0,0.0,NaN,NaN
15838,19,11.52,1,11.52,NaN,11.52,11.52,11.52,NaN,0.0,NaN,NaN,11.52,0.0,NaN,NaN
69720,12,10.85,1,10.85,NaN,10.85,10.85,10.85,NaN,0.0,NaN,NaN,10.85,0.0,NaN,NaN
70207,4,394.85,1,394.85,NaN,394.85,394.85,394.85,NaN,0.0,NaN,NaN,394.85,0.0,NaN,NaN
69922,21,5.9,1,5.9,NaN,5.9,5.9,5.9,NaN,0.0,NaN,NaN,5.9,0.0,NaN,NaN
70377,13,41.66,1,41.66,NaN,41.66,41.66,41.66,NaN,0.0,NaN,NaN,41.66,0.0,NaN,NaN
70231,12,19.6,1,19.6,NaN,19.6,19.6,19.6,NaN,0.0,NaN,NaN,19.6,0.0,NaN,NaN
70139,23,2.55,1,2.55,NaN,2.55,2.55,2.55,NaN,0.0,NaN,NaN,2.55,0.0,NaN,NaN
70077,7,285.838,5,203.3,-0.3524457386029374,40.0,705.84,40.0,0.9817497317955676,226.73115660623267,253.4931393943434,253.4931393943434,1429.19,51407.017376,64258.771720000004,64258.771720000004
70299,8,950.09,1,950.09,NaN,950.09,950.09,950.09,NaN,0.0,NaN,NaN,950.09,0.0,NaN,NaN
69809,19,517.65,1,517.65,NaN,517.65,517.65,517.65,NaN,0.0,NaN,NaN,517.65,0.0,NaN,NaN
13495,9,510.95,1,510.95,NaN,510.95,510.95,510.95,NaN,0.0,NaN,NaN,510.95,0.0,NaN,NaN
69758,27,529.88,2,596.8,-2.0000000000000004,462.96,596.8,462.96,0.0,66.91999999999999,94.63917159400751,94.63917159400751,1059.76,4478.286399999998,8956.572799999996,8956.572799999996
69914,4,361.92,2,63.0,-2.0000000000000036,660.84,660.84,63.0,5.578984977427362E-16,298.92,422.7367180645656,422.7367180645656,723.84,89353.16640000002,178706.33280000003,178706.33280000003
69955,14,291.86,2,429.24,-2.0,154.48,429.24,154.48,0.0,137.38,194.2846591988158,194.2846591988158,583.72,18873.2644,37746.5288,37746.5288
15454,22,179.1,1,179.1,NaN,179.1,179.1,179.1,NaN,0.0,NaN,NaN,179.1,0.0,NaN,NaN
17659,27,112.15,1,112.15,NaN,112.15,112.15,112.15,NaN,0.0,NaN,NaN,112.15,0.0,NaN,NaN
14083,17,37.67,1,37.67,NaN,37.67,37.67,37.67,NaN,0.0,NaN,NaN,37.67,0.0,NaN,NaN
69810,24,694.1899999999999,3,1179.6,-1.5000000000000042,686.85,1179.6,216.12,0.027982184801940667,393.3733038730513,481.7819364608847,481.7819364608847,2082.5699999999997,154742.55619999996,232113.83429999996,232113.83429999996
69624,22,282.25,1,282.25,NaN,282.25,282.25,282.25,NaN,0.0,NaN,NaN,282.25,0.0,NaN,NaN
14185,12,197.65,1,197.65,NaN,197.65,197.65,197.65,NaN,0.0,NaN,NaN,197.65,0.0,NaN,NaN
17389,17,131.4,1,131.4,NaN,131.4,131.4,131.4,NaN,0.0,NaN,NaN,131.4,0.0,NaN,NaN
69813,18,1096.0,1,1096.0,NaN,1096.0,1096.0,1096.0,NaN,0.0,NaN,NaN,1096.0,0.0,NaN,NaN
14085,6,330.48,1,330.48,NaN,330.48,330.48,330.48,NaN,0.0,NaN,NaN,330.48,0.0,NaN,NaN
70009,27,23.375,2,9.9,-2.0,36.85,36.85,9.9,0.0,13.475000000000001,19.05652775297746,19.05652775297746,46.75,181.57562500000003,363.15125000000006,363.15125000000006
15939,1,354.24,1,354.24,NaN,354.24,354.24,354.24,NaN,0.0,NaN,NaN,354.24,0.0,NaN,NaN
17230,2,675.0,1,675.0,NaN,675.0,675.0,675.0,NaN,0.0,NaN,NaN,675.0,0.0,NaN,NaN
17381,22,783.3849999999999,4,1987.62,-0.6989828134725236,251.68,1987.62,251.68,1.1078876720060105,699.9182548519505,808.1959856990134,808.1959856990134,3133.5399999999995,489885.56347499986,653180.7512999998,653180.7512999998
15550,27,137.9,1,137.9,NaN,137.9,137.9,137.9,NaN,0.0,NaN,NaN,137.9,0.0,NaN,NaN
69856,3,834.22,1,834.22,NaN,834.22,834.22,834.22,NaN,0.0,NaN,NaN,834.22,0.0,NaN,NaN
69800,25,376.74,1,376.74,NaN,376.74,376.74,376.74,NaN,0.0,NaN,NaN,376.74,0.0,NaN,NaN
17472,27,198.51,1,198.51,NaN,198.51,198.51,198.51,NaN,0.0,NaN,NaN,198.51,0.0,NaN,NaN
16427,10,109.8,1,109.8,NaN,109.8,109.8,109.8,NaN,0.0,NaN,NaN,109.8,0.0,NaN,NaN
15869,31,88.05,1,88.05,NaN,88.05,88.05,88.05,NaN,0.0,NaN,NaN,88.05,0.0,NaN,NaN
16553,14,576.1,1,576.1,NaN,576.1,576.1,576.1,NaN,0.0,NaN,NaN,576.1,0.0,NaN,NaN
70473,28,198.6,1,198.6,NaN,198.6,198.6,198.6,NaN,0.0,NaN,NaN,198.6,0.0,NaN,NaN
17799,24,419.225,2,258.41,-2.0,580.04,580.04,258.41,0.0,160.81499999999997,227.42675403302923,227.42675403302923,838.45,25861.46422499999,51722.92844999998,51722.92844999998
69763,2,139.35,1,139.35,NaN,139.35,139.35,139.35,NaN,0.0,NaN,NaN,139.35,0.0,NaN,NaN
16716,9,166.8,1,166.8,NaN,166.8,166.8,166.8,NaN,0.0,NaN,NaN,166.8,0.0,NaN,NaN
17230,7,203.4,1,203.4,NaN,203.4,203.4,203.4,NaN,0.0,NaN,NaN,203.4,0.0,NaN,NaN
16713,2,197.05,1,197.05,NaN,197.05,197.05,197.05,NaN,0.0,NaN,NaN,197.05,0.0,NaN,NaN
70576,4,171.8,1,171.8,NaN,171.8,171.8,171.8,NaN,0.0,NaN,NaN,171.8,0.0,NaN,NaN
70025,12,116.41,1,116.41,NaN,116.41,116.41,116.41,NaN,0.0,NaN,NaN,116.41,0.0,NaN,NaN
12601,28,111.0,1,111.0,NaN,111.0,111.0,111.0,NaN,0.0,NaN,NaN,111.0,0.0,NaN,NaN
14419,5,183.46,1,183.46,NaN,183.46,183.46,183.46,NaN,0.0,NaN,NaN,183.46,0.0,NaN,NaN
70214,19,362.24,1,362.24,NaN,362.24,362.24,362.24,NaN,0.0,NaN,NaN,362.24,0.0,NaN,NaN
13230,8,203.2,1,203.2,NaN,203.2,203.2,203.2,NaN,0.0,NaN,NaN,203.2,0.0,NaN,NaN
69824,25,282.125,2,173.25,-2.0,391.0,391.0,173.25,0.0,108.875,153.97250160337072,153.97250160337072,564.25,11853.765625,23707.53125,23707.53125
13570,4,239.49,1,239.49,NaN,239.49,239.49,239.49,NaN,0.0,NaN,NaN,239.49,0.0,NaN,NaN
13599,2,132.355,2,173.01,-2.0000000000000027,91.7,173.01,91.7,-4.331200170862999E-16,40.654999999999994,57.494852378278175,57.494852378278175,264.71,1652.8290249999995,3305.658049999999,3305.658049999999
15717,15,150.3,1,150.3,NaN,150.3,150.3,150.3,NaN,0.0,NaN,NaN,150.3,0.0,NaN,NaN
14562,24,329.41999999999996,2,481.4,-1.999999999999997,177.44,481.4,177.44,5.306043489352599E-16,151.98,214.93217720946296,214.93217720946296,658.8399999999999,23097.920399999995,46195.84079999999,46195.84079999999
15514,19,760.76,2,385.2,-1.9999999999999998,1136.32,1136.32,385.2,0.0,375.55999999999995,531.1220454848395,531.1220454848395,1521.52,141045.31359999996,282090.62719999993,282090.62719999993
16832,27,58.9,1,58.9,NaN,58.9,58.9,58.9,NaN,0.0,NaN,NaN,58.9,0.0,NaN,NaN
69929,13,564.33,1,564.33,NaN,564.33,564.33,564.33,NaN,0.0,NaN,NaN,564.33,0.0,NaN,NaN
70256,19,504.0,1,504.0,NaN,504.0,504.0,504.0,NaN,0.0,NaN,NaN,504.0,0.0,NaN,NaN
13267,8,9.96,1,9.96,NaN,9.96,9.96,9.96,NaN,0.0,NaN,NaN,9.96,0.0,NaN,NaN
16016,27,127.19,1,127.19,NaN,127.19,127.19,127.19,NaN,0.0,NaN,NaN,127.19,0.0,NaN,NaN
15925,14,207.15,1,207.15,NaN,207.15,207.15,207.15,NaN,0.0,NaN,NaN,207.15,0.0,NaN,NaN
17949,5,931.56,2,816.0,-2.0000000000000004,1047.12,1047.12,816.0,0.0,115.55999999999995,163.42651926783478,163.42651926783478,1863.12,13354.113599999988,26708.227199999976,26708.227199999976
16434,21,217.53500000000003,2,201.27,-2.000000000000001,233.8,233.8,201.27,0.0,16.265,23.002183591998392,23.002183591998392,435.07000000000005,264.550225,529.10045,529.10045
16550,27,387.42,1,387.42,NaN,387.42,387.42,387.42,NaN,0.0,NaN,NaN,387.42,0.0,NaN,NaN
69771,19,320.58,1,320.58,NaN,320.58,320.58,320.58,NaN,0.0,NaN,NaN,320.58,0.0,NaN,NaN
15656,18,256.77,1,256.77,NaN,256.77,256.77,256.77,NaN,0.0,NaN,NaN,256.77,0.0,NaN,NaN
13826,29,189.5,1,189.5,NaN,189.5,189.5,189.5,NaN,0.0,NaN,NaN,189.5,0.0,NaN,NaN
17306,7,461.9,1,461.9,NaN,461.9,461.9,461.9,NaN,0.0,NaN,NaN,461.9,0.0,NaN,NaN
17879,15,178.52,1,178.52,NaN,178.52,178.52,178.52,NaN,0.0,NaN,NaN,178.52,0.0,NaN,NaN
17659,23,22.725,2,14.85,-2.0000000000000013,30.6,30.6,14.85,4.655737594409642E-16,7.875000000000001,11.136931803688125,11.136931803688125,45.45,62.015625000000014,124.03125000000003,124.03125000000003
13937,25,158.85,1,158.85,NaN,158.85,158.85,158.85,NaN,0.0,NaN,NaN,158.85,0.0,NaN,NaN
13489,29,51.36,1,51.36,NaN,51.36,51.36,51.36,NaN,0.0,NaN,NaN,51.36,0.0,NaN,NaN
70075,18,34.68,1,34.68,NaN,34.68,34.68,34.68,NaN,0.0,NaN,NaN,34.68,0.0,NaN,NaN
69946,19,243.915,2,61.2,-2.0000000000000036,426.63,426.63,61.2,6.107134920541567E-16,182.715,258.39803104900005,258.39803104900005,487.83,33384.771225000004,66769.54245000001,66769.54245000001
69943,24,239.01666666666665,3,449.2,-1.5000000000000013,23.4,449.2,23.4,-0.04684235504256185,173.87457324813835,212.9519918510586,212.9519918510586,717.05,30232.367222222223,45348.550833333335,45348.550833333335
69617,6,254.215,2,113.06,-2.000000000000001,395.37,395.37,113.06,0.0,141.155,199.62331539677425,199.62331539677425,508.43,19924.734025,39849.46805,39849.46805
70311,26,438.44000000000005,2,614.2,-1.999999999999999,262.68,614.2,262.68,0.0,175.76000000000002,248.56217572269523,248.56217572269523,876.8800000000001,30891.577600000008,61783.155200000016,61783.155200000016
70272,28,164.92,1,164.92,NaN,164.92,164.92,164.92,NaN,0.0,NaN,NaN,164.92,0.0,NaN,NaN
69552,27,210.0,1,210.0,NaN,210.0,210.0,210.0,NaN,0.0,NaN,NaN,210.0,0.0,NaN,NaN
70291,23,254.82,1,254.82,NaN,254.82,254.82,254.82,NaN,0.0,NaN,NaN,254.82,0.0,NaN,NaN
12453,27,707.09,1,707.09,NaN,707.09,707.09,707.09,NaN,0.0,NaN,NaN,707.09,0.0,NaN,NaN
70230,25,205.1,1,205.1,NaN,205.1,205.1,205.1,NaN,0.0,NaN,NaN,205.1,0.0,NaN,NaN
17611,12,301.6,1,301.6,NaN,301.6,301.6,301.6,NaN,0.0,NaN,NaN,301.6,0.0,NaN,NaN
70636,20,282.97,1,282.97,NaN,282.97,282.97,282.97,NaN,0.0,NaN,NaN,282.97,0.0,NaN,NaN
17988,13,53.05,1,53.05,NaN,53.05,53.05,53.05,NaN,0.0,NaN,NaN,53.05,0.0,NaN,NaN
69940,30,34.56,1,34.56,NaN,34.56,34.56,34.56,NaN,0.0,NaN,NaN,34.56,0.0,NaN,NaN
70295,2,2107.745,2,284.55,-1.9999999999999998,3930.94,3930.94,284.55,0.0,1823.195,2578.387095850815,2578.387095850815,4215.49,3324040.008025,6648080.01605,6648080.01605
69812,21,128.95,1,128.95,NaN,128.95,128.95,128.95,NaN,0.0,NaN,NaN,128.95,0.0,NaN,NaN
69674,11,424.06,1,424.06,NaN,424.06,424.06,424.06,NaN,0.0,NaN,NaN,424.06,0.0,NaN,NaN
70189,14,312.49,1,312.49,NaN,312.49,312.49,312.49,NaN,0.0,NaN,NaN,312.49,0.0,NaN,NaN
18145,29,1079.47,1,1079.47,NaN,1079.47,1079.47,1079.47,NaN,0.0,NaN,NaN,1079.47,0.0,NaN,NaN
18172,18,326.4,1,326.4,NaN,326.4,326.4,326.4,NaN,0.0,NaN,NaN,326.4,0.0,NaN,NaN
69504,13,337.17,1,337.17,NaN,337.17,337.17,337.17,NaN,0.0,NaN,NaN,337.17,0.0,NaN,NaN
16438,28,204.4,1,204.4,NaN,204.4,204.4,204.4,NaN,0.0,NaN,NaN,204.4,0.0,NaN,NaN
14146,24,310.95,1,310.95,NaN,310.95,310.95,310.95,NaN,0.0,NaN,NaN,310.95,0.0,NaN,NaN
69894,20,263.92,1,263.92,NaN,263.92,263.92,263.92,NaN,0.0,NaN,NaN,263.92,0.0,NaN,NaN
13320,4,291.275,2,567.55,-1.9999999999999998,15.0,567.55,15.0,0.0,276.275,390.7118519446268,390.7118519446268,582.55,76327.87562499999,152655.75124999997,152655.75124999997
70015,15,214.92,1,214.92,NaN,214.92,214.92,214.92,NaN,0.0,NaN,NaN,214.92,0.0,NaN,NaN
70244,1,1476.19,1,1476.19,NaN,1476.19,1476.19,1476.19,NaN,0.0,NaN,NaN,1476.19,0.0,NaN,NaN
12719,24,283.6,1,283.6,NaN,283.6,283.6,283.6,NaN,0.0,NaN,NaN,283.6,0.0,NaN,NaN
69970,15,360.11,1,360.11,NaN,360.11,360.11,360.11,NaN,0.0,NaN,NaN,360.11,0.0,NaN,NaN
70187,1,212.28,1,212.28,NaN,212.28,212.28,212.28,NaN,0.0,NaN,NaN,212.28,0.0,NaN,NaN
69583,24,171.66,1,171.66,NaN,171.66,171.66,171.66,NaN,0.0,NaN,NaN,171.66,0.0,NaN,NaN
16775,2,208.43,1,208.43,NaN,208.43,208.43,208.43,NaN,0.0,NaN,NaN,208.43,0.0,NaN,NaN
14051,15,484.27500000000003,2,959.7,-2.000000000000001,8.85,959.7,8.85,0.0,475.425,672.3524828912288,672.3524828912288,968.5500000000001,226028.930625,452057.86125,452057.86125
17581,28,1349.69,1,1349.69,NaN,1349.69,1349.69,1349.69,NaN,0.0,NaN,NaN,1349.69,0.0,NaN,NaN
15426,2,293.86,1,293.86,NaN,293.86,293.86,293.86,NaN,0.0,NaN,NaN,293.86,0.0,NaN,NaN
70632,23,129.985,2,206.72,-2.000000000000003,53.25,206.72,53.25,-5.152994114036617E-16,76.735,108.51967770869945,108.51967770869945,259.97,5888.260225,11776.52045,11776.52045
69612,5,256.76,1,256.76,NaN,256.76,256.76,256.76,NaN,0.0,NaN,NaN,256.76,0.0,NaN,NaN
70275,18,161.35,1,161.35,NaN,161.35,161.35,161.35,NaN,0.0,NaN,NaN,161.35,0.0,NaN,NaN
12658,21,686.05,1,686.05,NaN,686.05,686.05,686.05,NaN,0.0,NaN,NaN,686.05,0.0,NaN,NaN
15163,2,149.47,1,149.47,NaN,149.47,149.47,149.47,NaN,0.0,NaN,NaN,149.47,0.0,NaN,NaN
15116,13,150.0,1,150.0,NaN,150.0,150.0,150.0,NaN,0.0,NaN,NaN,150.0,0.0,NaN,NaN
16326,10,277.85,1,277.85,NaN,277.85,277.85,277.85,NaN,0.0,NaN,NaN,277.85,0.0,NaN,NaN
69876,4,214.45,1,214.45,NaN,214.45,214.45,214.45,NaN,0.0,NaN,NaN,214.45,0.0,NaN,NaN
70079,2,352.56,1,352.56,NaN,352.56,352.56,352.56,NaN,0.0,NaN,NaN,352.56,0.0,NaN,NaN
14440,7,617.25,1,617.25,NaN,617.25,617.25,617.25,NaN,0.0,NaN,NaN,617.25,0.0,NaN,NaN
70135,6,124.01,1,124.01,NaN,124.01,124.01,124.01,NaN,0.0,NaN,NaN,124.01,0.0,NaN,NaN
70441,27,1186.48,1,1186.48,NaN,1186.48,1186.48,1186.48,NaN,0.0,NaN,NaN,1186.48,0.0,NaN,NaN
15932,22,300.22,1,300.22,NaN,300.22,300.22,300.22,NaN,0.0,NaN,NaN,300.22,0.0,NaN,NaN
69898,18,437.93,1,437.93,NaN,437.93,437.93,437.93,NaN,0.0,NaN,NaN,437.93,0.0,NaN,NaN
15279,17,13.1,1,13.1,NaN,13.1,13.1,13.1,NaN,0.0,NaN,NaN,13.1,0.0,NaN,NaN
13008,12,51.0,1,51.0,NaN,51.0,51.0,51.0,NaN,0.0,NaN,NaN,51.0,0.0,NaN,NaN
69861,11,30.0,1,30.0,NaN,30.0,30.0,30.0,NaN,0.0,NaN,NaN,30.0,0.0,NaN,NaN
69875,26,5.1,1,5.1,NaN,5.1,5.1,5.1,NaN,0.0,NaN,NaN,5.1,0.0,NaN,NaN
14267,21,9.95,1,9.95,NaN,9.95,9.95,9.95,NaN,0.0,NaN,NaN,9.95,0.0,NaN,NaN
13317,8,38.21,1,38.21,NaN,38.21,38.21,38.21,NaN,0.0,NaN,NaN,38.21,0.0,NaN,NaN
14245,28,1.95,1,1.95,NaN,1.95,1.95,1.95,NaN,0.0,NaN,NaN,1.95,0.0,NaN,NaN
70163,5,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
16401,6,1.65,1,1.65,NaN,1.65,1.65,1.65,NaN,0.0,NaN,NaN,1.65,0.0,NaN,NaN
15342,11,14.33,1,14.33,NaN,14.33,14.33,14.33,NaN,0.0,NaN,NaN,14.33,0.0,NaN,NaN
70137,13,5.699999999999999,2,8.85,-2.0000000000000027,2.55,8.85,2.55,-4.546618744540669E-16,3.15,4.4547727214752495,4.4547727214752495,11.399999999999999,9.9225,19.845,19.845
70255,18,29.82,1,29.82,NaN,29.82,29.82,29.82,NaN,0.0,NaN,NaN,29.82,0.0,NaN,NaN
15841,8,5.0,1,5.0,NaN,5.0,5.0,5.0,NaN,0.0,NaN,NaN,5.0,0.0,NaN,NaN
15801,5,21.76,1,21.76,NaN,21.76,21.76,21.76,NaN,0.0,NaN,NaN,21.76,0.0,NaN,NaN
15239,13,16.25,1,16.25,NaN,16.25,16.25,16.25,NaN,0.0,NaN,NaN,16.25,0.0,NaN,NaN
14808,3,76.3,1,76.3,NaN,76.3,76.3,76.3,NaN,0.0,NaN,NaN,76.3,0.0,NaN,NaN
70240,7,466.6,1,466.6,NaN,466.6,466.6,466.6,NaN,0.0,NaN,NaN,466.6,0.0,NaN,NaN
70273,26,8.2,1,8.2,NaN,8.2,8.2,8.2,NaN,0.0,NaN,NaN,8.2,0.0,NaN,NaN
14102,7,13.05,1,13.05,NaN,13.05,13.05,13.05,NaN,0.0,NaN,NaN,13.05,0.0,NaN,NaN
14849,23,17.4,1,17.4,NaN,17.4,17.4,17.4,NaN,0.0,NaN,NaN,17.4,0.0,NaN,NaN
16919,17,238.78,3,198.35,-1.500000000000002,223.33,294.66,198.35,0.5136353204048018,40.80793141861846,49.97930471705265,49.97930471705265,716.34,1665.2872666666674,2497.930900000001,2497.930900000001
13329,3,304.2,1,304.2,NaN,304.2,304.2,304.2,NaN,0.0,NaN,NaN,304.2,0.0,NaN,NaN
69925,5,569.4,1,569.4,NaN,569.4,569.4,569.4,NaN,0.0,NaN,NaN,569.4,0.0,NaN,NaN
69953,11,254.39000000000001,4,479.35,-0.8660420619142126,107.7,479.35,107.7,0.7816821464390771,137.2668425002921,158.50209693670723,158.50209693670723,1017.5600000000001,18842.186050000004,25122.91473333334,25122.91473333334
69722,24,425.27500000000003,2,658.2,-2.0000000000000018,192.35,658.2,192.35,0.0,232.925,329.40569401575317,329.40569401575317,850.5500000000001,54254.05562500001,108508.11125000002,108508.11125000002
15562,18,134.55,1,134.55,NaN,134.55,134.55,134.55,NaN,0.0,NaN,NaN,134.55,0.0,NaN,NaN
69866,16,454.55,2,559.85,-1.9999999999999998,349.25,559.85,349.25,0.0,105.30000000000001,148.91668811788693,148.91668811788693,909.1,11088.090000000002,22176.180000000004,22176.180000000004
12681,23,1238.06,1,1238.06,NaN,1238.06,1238.06,1238.06,NaN,0.0,NaN,NaN,1238.06,0.0,NaN,NaN
14733,22,1578.31,1,1578.31,NaN,1578.31,1578.31,1578.31,NaN,0.0,NaN,NaN,1578.31,0.0,NaN,NaN
15033,17,570.07,1,570.07,NaN,570.07,570.07,570.07,NaN,0.0,NaN,NaN,570.07,0.0,NaN,NaN
13048,6,477.61,1,477.61,NaN,477.61,477.61,477.61,NaN,0.0,NaN,NaN,477.61,0.0,NaN,NaN
14911,23,619.9739999999999,5,2756.84,0.1903100745459656,9.95,2756.84,7.5,1.4588701427022877,1074.5939611890624,1201.432572714757,1201.432572714757,3099.87,1154752.181424,1443440.2267800001,1443440.2267800001
17277,28,717.02,1,717.02,NaN,717.02,717.02,717.02,NaN,0.0,NaN,NaN,717.02,0.0,NaN,NaN
70317,16,101.85,1,101.85,NaN,101.85,101.85,101.85,NaN,0.0,NaN,NaN,101.85,0.0,NaN,NaN
14298,8,550.8,2,723.6,-1.9999999999999996,378.0,723.6,378.0,3.609931086521872E-16,172.8,244.37610357807085,244.37610357807085,1101.6,29859.840000000004,59719.68000000001,59719.68000000001
14616,9,237.6,1,237.6,NaN,237.6,237.6,237.6,NaN,0.0,NaN,NaN,237.6,0.0,NaN,NaN
14850,6,325.75,1,325.75,NaN,325.75,325.75,325.75,NaN,0.0,NaN,NaN,325.75,0.0,NaN,NaN
70037,8,241.90666666666667,3,349.89,-1.4999999999999987,12.5,363.33,12.5,-0.7034721593152762,162.3077784813641,198.78561928201282,198.78561928201282,725.72,26343.81495555556,39515.72243333334,39515.72243333334
16425,31,302.7,1,302.7,NaN,302.7,302.7,302.7,NaN,0.0,NaN,NaN,302.7,0.0,NaN,NaN
16566,27,94.9,1,94.9,NaN,94.9,94.9,94.9,NaN,0.0,NaN,NaN,94.9,0.0,NaN,NaN
17214,29,149.55,1,149.55,NaN,149.55,149.55,149.55,NaN,0.0,NaN,NaN,149.55,0.0,NaN,NaN
13168,17,209.05,1,209.05,NaN,209.05,209.05,209.05,NaN,0.0,NaN,NaN,209.05,0.0,NaN,NaN
15078,12,522.74,2,590.03,-1.999999999999999,455.45,590.03,455.45,0.0,67.28999999999999,95.16243061208556,95.16243061208556,1045.48,4527.944099999999,9055.888199999998,9055.888199999998
13684,10,67.23,1,67.23,NaN,67.23,67.23,67.23,NaN,0.0,NaN,NaN,67.23,0.0,NaN,NaN
13292,1,249.57,1,249.57,NaN,249.57,249.57,249.57,NaN,0.0,NaN,NaN,249.57,0.0,NaN,NaN
70090,4,762.5,1,762.5,NaN,762.5,762.5,762.5,NaN,0.0,NaN,NaN,762.5,0.0,NaN,NaN
70416,1,13.2,1,13.2,NaN,13.2,13.2,13.2,NaN,0.0,NaN,NaN,13.2,0.0,NaN,NaN
14560,2,34.75,1,34.75,NaN,34.75,34.75,34.75,NaN,0.0,NaN,NaN,34.75,0.0,NaN,NaN
70148,10,118.5,1,118.5,NaN,118.5,118.5,118.5,NaN,0.0,NaN,NaN,118.5,0.0,NaN,NaN
15838,13,1773.62,2,3277.24,-2.0000000000000004,270.0,3277.24,270.0,0.0,1503.62,2126.439796655433,2126.439796655433,3547.24,2260873.1043999996,4521746.208799999,4521746.208799999
16652,17,1588.16,1,1588.16,NaN,1588.16,1588.16,1588.16,NaN,0.0,NaN,NaN,1588.16,0.0,NaN,NaN
70245,5,64.39,2,62.5,-1.9999999999999996,66.28,66.28,62.5,0.0,1.8900000000000006,2.6728636328851505,2.6728636328851505,128.78,3.572100000000002,7.144200000000004,7.144200000000004
69995,29,174.16,1,174.16,NaN,174.16,174.16,174.16,NaN,0.0,NaN,NaN,174.16,0.0,NaN,NaN
13803,25,277.07,1,277.07,NaN,277.07,277.07,277.07,NaN,0.0,NaN,NaN,277.07,0.0,NaN,NaN
70057,24,113.3,1,113.3,NaN,113.3,113.3,113.3,NaN,0.0,NaN,NaN,113.3,0.0,NaN,NaN
17243,6,142.5,1,142.5,NaN,142.5,142.5,142.5,NaN,0.0,NaN,NaN,142.5,0.0,NaN,NaN
17783,6,112.41,1,112.41,NaN,112.41,112.41,112.41,NaN,0.0,NaN,NaN,112.41,0.0,NaN,NaN
69667,7,477.805,2,203.4,-2.000000000000001,752.21,752.21,203.4,0.0,274.40500000000003,388.06727258298923,388.06727258298923,955.61,75298.10402500002,150596.20805000004,150596.20805000004
70157,29,181.16,2,59.4,-1.9999999999999971,302.92,302.92,59.4,-5.159245710983883E-16,121.76,172.19464335454805,172.19464335454805,362.32,14825.4976,29650.9952,29650.9952
15235,22,186.5,1,186.5,NaN,186.5,186.5,186.5,NaN,0.0,NaN,NaN,186.5,0.0,NaN,NaN
69841,1,133.61,1,133.61,NaN,133.61,133.61,133.61,NaN,0.0,NaN,NaN,133.61,0.0,NaN,NaN
70235,22,92.955,2,178.41,-1.9999999999999987,7.5,178.41,7.5,3.731021083739301E-16,85.455,120.85161997259284,120.85161997259284,185.91,7302.557025,14605.11405,14605.11405
14189,11,167.54,2,318.78,-1.999999999999998,16.3,318.78,16.3,0.0,151.23999999999998,213.88565917330686,213.88565917330686,335.08,22873.537599999992,45747.075199999985,45747.075199999985
69998,15,210.28499999999997,4,134.4,-1.6080300380193353,11.31,376.2,11.31,-0.19896245281117989,145.55616106850306,168.07377755021753,168.07377755021753,841.1399999999999,21186.596025000003,28248.794700000002,28248.794700000002
70149,11,304.16,1,304.16,NaN,304.16,304.16,304.16,NaN,0.0,NaN,NaN,304.16,0.0,NaN,NaN
70307,31,612.16,1,612.16,NaN,612.16,612.16,612.16,NaN,0.0,NaN,NaN,612.16,0.0,NaN,NaN
69879,25,709.81,2,9.36,-1.9999999999999987,1410.26,1410.26,9.36,-3.468795370114159E-16,700.45,990.5858897642345,990.5858897642345,1419.62,490630.2025000001,981260.4050000001,981260.4050000001
16610,11,75.66,1,75.66,NaN,75.66,75.66,75.66,NaN,0.0,NaN,NaN,75.66,0.0,NaN,NaN
70309,28,110.38,1,110.38,NaN,110.38,110.38,110.38,NaN,0.0,NaN,NaN,110.38,0.0,NaN,NaN
13883,13,386.5,1,386.5,NaN,386.5,386.5,386.5,NaN,0.0,NaN,NaN,386.5,0.0,NaN,NaN
69915,15,236.1,1,236.1,NaN,236.1,236.1,236.1,NaN,0.0,NaN,NaN,236.1,0.0,NaN,NaN
15187,23,431.6,1,431.6,NaN,431.6,431.6,431.6,NaN,0.0,NaN,NaN,431.6,0.0,NaN,NaN
69792,20,426.40999999999997,2,348.15,-2.000000000000001,504.67,504.67,348.15,0.0,78.26000000000002,110.67635339131844,110.67635339131844,852.8199999999999,6124.627600000003,12249.255200000007,12249.255200000007
70089,16,281.225,2,560.35,-2.0,2.1,560.35,2.1,0.0,279.125,394.74236059739013,394.74236059739013,562.45,77910.765625,155821.53125,155821.53125
