customer_country,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
FRA,15,589.9477966101695,59,684.26,47.669072671474765,165.0,11924.8,12.75,6.853931337477738,1533.0556523659136,1546.2151697178988,1546.2151697178988,34806.92,2350259.633251077,2390781.3510657507,2390781.3510657507
MEX,16,281.624406779661,59,395.16,6.527115089926955,12.75,1734.58,2.1,2.5234974893869153,365.4247500003026,368.5615006662374,368.5615006662374,16615.84,133535.24791278367,135837.5797733489,135837.5797733489
CHE,1,714.6952380952376,63,22.2,37.378677709933825,3.75,16726.84,3.75,6.036009792985342,2280.3591612864493,2298.675593372688,2298.675593372688,45025.799999999974,5200037.904463038,5283909.48356728,5283909.48356728
RUS,8,868.2113513513511,74,204.87,66.59484913596339,12.75,38970.0,2.1,8.21614498028175,4497.785972401676,4528.487939550042,4528.487939550042,64247.639999999985,2.0230078653533295E7,2.050720301865019E7,2.050720301865019E7
TUR,4,322.10430769230766,65,794.66,5.956197257908295,12.54,1658.16,3.75,2.0978086134048666,310.95765728555506,313.3775977304039,313.3775977304039,20936.78,96694.66462452072,98205.51875927886,98205.51875927886
NLD,2,519.476142857143,70,306.4,13.373819223921007,23.14,5292.72,2.1,3.682020780357835,974.5616367919225,981.5982742849081,981.5982742849081,36363.33000000001,949770.383906551,963535.1720791097,963535.1720791097
IND,6,275.8165217391304,69,25.2,37.98101338816601,5.25,3527.64,2.75,5.641424779486782,446.31149010147317,449.5812150599518,449.5812150599518,19031.339999999997,199193.94619659736,202123.26893478262,202123.26893478262
ZAF,6,448.3405405405406,74,58.2,12.636258018562481,664.86,3895.86,4.25,3.4029615313966155,658.3367777556208,662.8305963248538,662.8305963248538,33177.200000000004,433407.3129456537,439344.39942436124,439344.39942436124
NLD,9,369.2829032258065,62,213.88,4.8651720808785,6.29,2076.0,3.1,2.0937856734786497,406.494375084628,409.8127515733117,409.8127515733117,22895.54,165237.67697544227,167946.49135208887,167946.49135208887
CAN,5,308.93249999999995,80,301.12,10.315053756450997,238.0,2198.13,3.8,3.0509416217963135,393.3027827434609,395.78421292896144,395.78421292896144,24714.599999999995,154687.07891375,156645.1432037975,156645.1432037975
USA,23,401.278695652174,46,134.55,7.197846243499152,17.5,2016.78,5.0,2.284883590739126,357.1673709755736,361.114091571617,361.114091571617,18458.820000000003,127568.53088960299,130403.38713159417,130403.38713159417
GBR,23,517.2606451612903,31,1262.85,16.37398266618394,2.5,5513.32,2.5,3.9816963446603197,1011.8645765342044,1028.5907439888663,1028.5907439888663,16035.08,1023869.9212447447,1057998.9186195696,1057998.9186195696
FIN,2,480.07309859154924,71,306.2,12.158136578413064,7.5,4146.34,1.67,3.1737772585135513,671.2391229734134,676.0166859195787,676.0166859195787,34085.189999999995,450561.9602101171,456998.5596416902,456998.5596416902
AUS,14,467.1954561403508,57,650.1,7.884970881418026,16.59,2945.5,2.12,2.584731075939905,530.3229942635282,535.0370691420787,535.0370691420787,26630.140999999996,281242.47824463417,286264.66535614553,286264.66535614553
CHN,18,344.273846153846,52,193.09,8.565517535395987,29.25,2449.79,2.1,2.8374543881460697,467.9627898962852,472.5283886446539,472.5283886446539,17902.239999999994,218989.17272751473,223283.07807511307,223283.07807511307
CAN,19,390.0895384615383,65,76.32,16.47580320638817,80.0,4418.0,2.16,3.8557686103666753,716.6636187231255,722.2408516217746,722.2408516217746,25355.819999999992,513606.7424013255,521631.8477513462,521631.8477513462
DEU,1,424.82371428571423,70,855.86,37.59727765649399,16.5,7298.76,1.87,5.7682543927313805,945.8480852111679,952.6774019498962,952.6774019498962,29737.659999999996,894628.6002976327,907594.2321860042,907594.2321860042
AUS,13,247.5334090909092,44,1206.72,4.58045754357811,39.9,1206.72,7.62,1.9292666988507055,250.72415886010143,253.62280034639963,253.62280034639963,10891.470000000005,62862.60383610537,64324.52485554969,64324.52485554969
CHN,26,314.86229166666664,48,419.4,1.4573738270027423,987.14,1209.8,11.9,1.3995673482051518,298.30410667527127,301.4608517983338,301.4608517983338,15113.39,88985.34005933162,90878.64516697697,90878.64516697697
CAN,24,258.5103030303031,33,172.8,0.9540029323612189,35.2,863.89,1.0,0.9816738991351304,195.6051112222577,198.63792946408876,198.63792946408876,8530.840000000002,38261.35953627181,39457.027021780304,39457.027021780304
CHE,9,363.82409836065574,61,371.7,17.938539650177674,12.75,2618.89,12.75,3.836958513564372,388.54253210810003,391.767006750088,391.767006750088,22193.27,150965.29925697396,153481.3875779235,153481.3875779235
CHE,21,561.5007407407409,54,396.85,16.14344213565929,8.3,6936.52,1.25,4.065556408941654,1201.525416139451,1212.8075924487478,1212.8075924487478,30321.040000000008,1443663.3256290809,1470902.2563013276,1470902.2563013276
FRA,22,340.59035087719315,57,222.6,1.4456783136981572,1.66,1261.09,1.66,1.4155125687146868,316.3133325640442,319.1250619269422,319.1250619269422,19413.65000000001,100054.12435777162,101840.80514987468,101840.80514987468
MEX,9,343.19666666666666,45,57.6,25.63094383767314,7.5,4041.18,3.25,4.826789425008871,618.3903920915258,625.3780759450456,625.3780759450456,15443.849999999999,382406.67703111103,391097.7378727272,391097.7378727272
GBR,15,598.9532,50,171.05,8.822353555619463,4.95,5410.06,2.55,2.977346087804651,1059.8098103913553,1070.5695767082234,1070.5695767082234,29947.660000000003,1123196.8342017604,1146119.2185732247,1146119.2185732247
NOR,16,338.7393333333333,45,750.64,3.9318645870024485,4.95,1696.4,1.06,1.865539988319943,350.1138011523301,354.07001487507574,354.07001487507574,15243.27,122579.67375733332,125365.57543363636,125365.57543363636
MEX,19,203.38000000000002,51,947.19,3.0275529266193217,17.85,947.19,6.8,1.6428110884376363,192.934347962019,194.85414000220783,194.85414000220783,10372.380000000001,37223.66262352942,37968.13587600001,37968.13587600001
ESP,21,326.07377049180326,61,302.0,2.9236617794608133,3.75,1542.08,3.3,1.8948863307110155,361.84679949594073,364.8497289897305,364.8497289897305,19890.5,130933.10630545554,133115.3247438798,133115.3247438798
FIN,25,542.1150000000002,52,417.69,9.813594794692172,11.9,4161.06,5.44,3.1077786964060214,813.3276117580646,821.2627031936022,821.2627031936022,28189.980000000014,661501.804048077,674472.4276568628,674472.4276568628
TUR,23,369.70795454545447,44,354.64,1.3119134073482082,2.1,1245.81,2.1,1.14136277842288,263.76586021748653,266.81527782674914,266.81527782674914,16267.149999999998,69572.42901627066,71190.39248176533,71190.39248176533
IND,25,287.469298245614,57,581.66,-0.3747010511940134,5.98,893.46,1.65,0.7821626690499229,252.07857455639643,254.3193170634932,254.3193170634932,16385.75,63543.60775038472,64678.315031641585,64678.315031641585
ITA,29,578.7113157894738,38,425.5,10.22576394813801,6.75,3633.58,6.75,3.259371201941668,768.2516088501869,778.5641724151533,778.5641724151533,21991.030000000006,590210.5345009005,606162.1705684925,606162.1705684925
USA,30,487.80205128205125,39,1390.06,2.3719174452332608,13.61,2242.32,2.55,1.7771186095983313,574.8411835842228,582.3557663634268,582.3557663634268,19024.28,330442.38634451013,339138.2386167341,339138.2386167341
FRA,5,341.11716981132076,53,351.43,1.030289639503839,1100.44,1263.72,3.3,1.200853417999796,311.9408128208151,314.9259603851806,314.9259603851806,18079.21,97307.0707033108,99178.36052452833,99178.36052452833
FIN,8,380.3692000000001,75,48.8,8.547974637773498,36.15,2944.7,0.39,2.743964067768038,530.0948607504383,533.6645634457376,533.6645634457376,28527.690000000006,281000.5613940266,284797.8662777297,284797.8662777297
ESP,12,438.1013559322034,59,212.6,9.428642325094895,12.48,3528.34,1.44,3.0125989836761695,706.9482845839062,713.0166215053879,713.0166215053879,25847.98,499775.8770761277,508392.7025429575,508392.7025429575
FRA,20,445.68192982456145,57,383.52,15.997772087349837,36.6,4463.08,6.95,3.960488264131256,778.2081162075884,785.125657725834,785.125657725834,25403.870000000003,605607.8721313635,616422.2984194235,616422.2984194235
USA,4,325.6479591836734,49,388.72,11.769239316299144,11.8,2118.74,5.83,2.9818037224012945,351.44832166325205,355.0903704574113,355.0903704574113,15956.749999999996,123515.92279991669,126089.17119158163,126089.17119158163
USA,24,350.7483720930233,43,117.4,3.722695612739477,119.34,1648.73,5.8,1.7419807170951764,343.763923895118,347.83227762358484,347.83227762358484,15082.180000000002,118173.6353717685,120987.29335681061,120987.29335681061
RUS,24,323.6881250000001,32,486.11,0.15221650287747845,115.95,895.44,2.6,0.775462023692408,218.36951572159603,221.86364983690234,221.86364983690234,10358.020000000004,47685.24539648437,49223.47911895161,49223.47911895161
NOR,27,337.7583783783783,37,407.95,0.8021514635957261,78.96,1261.81,3.75,1.2126985154107313,317.32657015620373,321.70369513570085,321.70369513570085,12497.059999999998,100696.15212710008,103493.26746396397,103493.26746396397
ESP,6,510.4153731343284,67,375.69,12.918362311152567,4.5,4414.88,4.15,3.4154251964696583,755.6287517825028,761.3316911918986,761.3316911918986,34197.83,570974.8105203833,579625.9440131164,579625.9440131164
MEX,6,310.3313333333335,75,50.4,27.327171641955594,61.2,3155.95,1.46,4.494769948095968,413.7025022544045,416.4884091678557,416.4884091678557,23274.85000000001,171149.76037155557,173462.59497117117,173462.59497117117
CHN,8,383.3678461538463,65,514.39,19.105741224536,15.9,3500.5,1.65,3.7985080093647987,511.15906074330366,515.1370122613386,515.1370122613386,24918.91000000001,261283.58537997637,265366.1414015385,265366.1414015385
NLD,12,362.3351020408163,49,168.36,22.77469606004456,3.4,4314.72,2.1,4.520258906832297,667.9457303664614,674.8676326544909,674.8676326544909,17754.42,446151.4987147855,455446.32160467684,455446.32160467684
ZAF,18,314.99545454545455,55,780.5,2.4145035379893027,7.83,1507.67,3.75,1.47889336436482,315.3698249981104,318.27652077573094,318.27652077573094,17324.75,99458.12651933877,101299.9436771043,101299.9436771043
DNK,29,818.9458333333332,36,10.08,24.493153676312694,41.6,13464.26,3.25,4.961163693587127,2257.684006839968,2289.7094930559892,2289.7094930559892,29482.049999999996,5097137.074740972,5242769.562590715,5242769.562590715
USA,1,290.0951515151515,66,449.98,17.171401669986544,2.55,2474.74,2.5,3.524027770827644,366.8784260992983,369.68979614824445,369.68979614824445,19146.28,134599.77953709825,136670.54537613053,136670.54537613053
IND,14,435.42150943396217,53,151.66,16.20831896005614,1301.0,4090.28,1.65,3.7175223134922533,656.150466942926,662.4295618473079,662.4295618473079,23077.339999999997,430533.4352694198,438812.9244092163,438812.9244092163
PRT,2,362.3327419354839,62,306.4,8.513064203363284,29.17,2370.04,4.25,2.5546374919308494,406.07318634488564,409.38812450109305,409.38812450109305,22464.63,164895.4326682882,167598.63648252244,167598.63648252244
USA,15,306.35415384615374,65,684.26,5.490206107811176,12.6,1761.24,0.79,1.9048015834097072,312.8438092668476,315.2784281586095,315.2784281586095,19913.019999999993,97871.24899659172,99400.48726216347,99400.48726216347
FRA,11,344.0524137931035,58,352.51,2.0355146717112014,60.45,1351.45,3.75,1.4398433386623066,292.0305384734106,294.58107195128156,294.58107195128156,19955.04,85281.83540107016,86778.00795196612,86778.00795196612
AUS,23,323.9113725490197,51,224.75,1.0582829338645476,14.45,1114.52,6.2,0.8853559513553648,229.68619781507024,231.97168891069109,231.97168891069109,16519.480000000003,52755.749466743575,53810.864456078445,53810.864456078445
GRC,25,388.1563148148147,54,130.81,3.5234496800805752,5.34,2053.07,5.0,1.7797781139406816,422.3066798427078,426.27208777713815,426.27208777713815,20960.440999999995,178342.9318397713,181707.89281788017,181707.89281788017
GBR,27,305.8307142857143,42,564.05,20.65198014786349,25.26,2748.0,3.95,4.215147290081765,435.92829469007233,441.2124669500628,441.2124669500628,12844.890000000001,190033.47811139454,194668.44099216023,194668.44099216023
DNK,28,324.92,38,19.8,3.2119961423837955,41.0,1337.78,3.73,1.7505333572558075,300.43715561442167,304.47004956330454,304.47004956330454,12346.960000000001,90262.48447368424,92702.01108108112,92702.01108108112
SWE,29,338.02874999999983,32,683.98,3.0008073609619377,10.5,1565.82,4.25,1.7645862886265,355.1161034502484,360.7983219039547,360.7983219039547,10816.919999999995,126107.44692968752,130175.4290887097,130175.4290887097
DNK,1,271.1057377049181,61,855.86,4.802539426762263,25.4,1441.2,4.95,2.164199538728485,299.83712739659074,302.3254449786357,302.3254449786357,16537.450000000004,89902.3029654394,91400.67468153006,91400.67468153006
CAN,12,553.9553333333331,60,283.28,43.292129140307964,8.2,8915.52,3.3,6.387658017992184,1152.116734076119,1161.8394105337359,1161.8394105337359,33237.319999999985,1327372.9689382229,1349870.815869379,1349870.815869379
TUR,12,402.4880645161292,62,214.24,17.369706905269094,12.45,3840.88,0.85,3.7960176162385277,590.2711104881374,595.0897301174625,595.0897301174625,24954.260000000013,348419.983876899,354131.7868912744,354131.7868912744
DNK,23,539.8918181818182,33,847.85,22.994514648114365,18.96,5513.32,1.65,4.761179757821364,919.2132862216423,933.4655049145313,933.4655049145313,17816.43,844953.065566391,871357.8488653407,871357.8488653407
DNK,26,434.9406122448982,49,326.4,16.254351708501783,6.42,4345.1,2.07,3.9596846519873146,752.1424028526865,759.9368328228784,759.9368328228784,21312.09000000001,565718.194169013,577503.9898808674,577503.9898808674
GRC,30,453.7144999999999,40,112.75,9.322929307018304,55.35,3226.13,8.85,3.13445945640459,641.0498565671394,649.21642600888,649.21642600888,18148.579999999994,410944.91860475,421481.9677997436,421481.9677997436
JPN,3,291.66977272727274,44,294.25,2.0039782073851935,27.98,1192.2,5.45,1.435177086056099,272.9046733625684,276.05974550084926,276.05974550084926,12833.470000000001,74476.96074313017,76208.98308599366,76208.98308599366
ITA,10,453.9664102564103,39,17.7,5.953553699047653,102.0,2613.36,17.7,2.5517598189577133,599.1516486923019,606.9840288174032,606.9840288174032,17704.690000000002,358982.69813070353,368429.6112394062,368429.6112394062
SWE,13,313.3070270270271,37,1.9,-0.2568901404591184,18.0,899.19,1.9,0.703469997574607,229.76430373219378,232.9336162570413,232.9336162570413,11592.360000000002,52791.6352695398,54258.069582582575,54258.069582582575
SWE,16,415.41428571428577,63,190.35,41.74892680839632,21.5,6930.0,2.1,6.194692302373366,894.7498323078723,901.9366934023305,901.9366934023305,26171.100000000002,800577.2624149657,813489.7989055297,813489.7989055297
CHN,19,359.194680851064,47,315.56,16.60553234046162,97.58,2919.51,2.1,3.6215388885048934,466.9258023650652,471.97379558270376,471.97379558270376,16882.15000000001,218019.70491425993,222759.26371674385,222759.26371674385
ZAF,5,305.2493421052632,76,5.9,1.1656419538024982,8.2,1186.48,1.95,1.2576853137667248,264.65826570531686,266.4168117334716,266.4168117334716,23198.950000000004,70043.9976061461,70977.91757422806,70977.91757422806
SWE,12,300.6276923076922,52,330.92,2.9922253952696556,23.1,1355.56,0.85,1.8685846963574686,330.7685832829082,333.9956702702536,333.9956702702536,15632.639999999994,109407.85568698219,111553.10775927597,111553.10775927597
SWE,22,437.24648148148145,54,603.42,21.05710027106913,66.28,3744.0,4.15,4.030141956639548,552.20283221656,557.3879490920546,557.3879490920546,23611.309999999998,304927.96790799027,310681.32579304674,310681.32579304674
BRA,6,287.07987341772156,79,129.4,38.977432617046475,4.25,3200.28,0.72,5.589239371018309,384.5520463646958,387.0092729409613,387.0092729409613,22679.310000000005,147880.27636327513,149776.17734229148,149776.17734229148
RUS,17,483.2877500000001,40,190.55,26.647190052468478,4.95,6068.06,3.3,5.045382400823545,952.0111237466909,964.1391429198341,964.1391429198341,19331.510000000002,906325.1797374373,929564.2869101921,929564.2869101921
ZAF,29,397.15,39,353.43,13.568606606603701,59.4,3243.13,1.65,3.4235316178951476,568.5718020957964,576.0044286973385,576.0044286973385,15488.849999999999,323273.89413846156,331781.1018789474,331781.1018789474
JPN,31,722.6826666666665,30,1463.47,8.800827605453895,8.8,5913.9,5.85,3.0042751990696477,1241.5932292017203,1262.8185825965916,1262.8185825965916,21680.479999999996,1541553.7467995558,1594710.7725512648,1594710.7725512648
PRT,5,285.2778205128205,78,552.24,7.225470464520068,55.3,1668.2,3.3,2.310093332782037,279.3546214349151,281.16276083827523,281.16276083827523,22251.67,78039.00451704471,79052.49808220114,79052.49808220114
PRT,23,441.8889743589745,39,344.88,8.186017046720114,80.0,3211.7,4.41,2.7496945149533216,626.4528992088336,634.6421735733196,634.6421735733196,17233.670000000006,392443.23492715304,402770.6884778676,402770.6884778676
GBR,4,527.3997999999999,50,307.3,40.58220462686481,35.4,10992.96,6.35,6.376910993671833,1531.8712223936973,1547.4236132272988,1547.4236132272988,26369.989999999994,2346629.44199796,2394519.838773429,2394519.838773429
DNK,30,341.8105714285714,35,109.25,10.627179933073922,8.85,2541.15,1.65,3.1772250672943985,485.1311752973496,492.21375687650925,492.21375687650925,11963.369999999999,235352.25724538774,242274.38245848735,242274.38245848735
DNK,19,373.8477777777778,36,31.62,27.10468763448976,44.4,5639.52,2.1,5.2333081220649795,917.8585994770385,930.8785207046118,930.8785207046118,13458.520000000002,842464.4086339506,866534.8203092064,866534.8203092064
MEX,21,447.6589705882354,68,842.9,3.4483680010647833,4.25,2396.33,0.4,1.9404903651716487,524.7796493939699,528.6814105462131,528.6814105462131,30440.810000000005,275393.68041805795,279504.0338571335,279504.0338571335
JPN,11,1034.5082758620692,58,153.9,15.540765905568254,8000.0,15160.9,6.35,3.8644008642529757,2567.3536561624737,2589.776384565493,2589.776384565493,60001.48000000001,6591304.795810821,6706941.722053116,6706941.722053116
FRA,18,398.1814754098362,61,138.35,6.473817066214769,5.9,2271.62,5.9,2.405924891036187,433.4686789593993,437.06599108843994,437.06599108843994,24289.070000000007,187895.0956388068,191026.68056612025,191026.68056612025
RUS,25,291.36627118644077,59,303.8,41.74585620884179,71.4,4091.46,2.95,6.225152752828904,530.2519076589225,534.8035096630587,534.8035096630587,17190.610000000004,281167.0855759265,286014.79394792527,286014.79394792527
RUS,29,311.6148275862069,29,203.35,7.523878836700245,7.5,1622.41,1.25,2.408230736066279,316.3676174154179,321.9674790101445,321.9674790101445,9036.83,100088.46934910823,103663.05754014781,103663.05754014781
RUS,19,499.04357142857145,42,315.56,8.09910706125999,16.85,3648.6,3.75,2.9000946810466584,767.0156584476692,776.3131574049899,776.3131574049899,20959.83,588313.0203039115,602662.1183601045,602662.1183601045
BRA,20,481.73851851851856,54,339.72,17.53507339373581,10.2,4463.08,1.95,3.8139412419852428,699.226501628254,705.7921527293765,705.7921527293765,26013.88,488917.70057928667,498142.56285436754,498142.56285436754
USA,20,426.5851724137932,58,289.74,7.525927449671521,80.0,2756.84,14.4,2.6152192972161146,505.46790773070836,509.88255842921376,509.88255842921376,24741.940000000006,255497.80574565992,259980.2233903206,259980.2233903206
GRC,1,393.29185185185196,81,204.0,42.78824986993393,7.65,5500.38,2.55,5.968335102760163,655.411814318618,659.4954165328049,659.4954165328049,31856.64000000001,429564.6463484226,434934.2044277779,434934.2044277779
ESP,5,319.15441558441546,77,1526.92,2.8712252864292944,15.0,1526.92,2.95,1.5346199363093256,303.4824168187754,305.47248677681995,305.47248677681995,24574.889999999992,92101.57731816491,93313.44017761445,93313.44017761445
AUS,7,303.858,60,326.4,25.324655051480672,6.24,2640.0,1.65,4.497639924578161,365.47259579344654,368.5568073997249,368.5568073997249,18231.48,133570.21827599997,135834.12028067792,135834.12028067792
CHE,22,631.1524999999999,44,615.6,35.69482499915527,2.55,11956.1,2.08,6.0129293644452675,1763.1062108420067,1783.4896187701925,1783.4896187701925,27770.709999999995,3108543.5107096587,3180835.220261046,3180835.220261046
GRC,29,706.6280434782607,46,173.7,27.084504969983982,6.17,13464.26,1.95,5.145651092641845,2105.7130289757783,2128.9812826186453,2128.9812826186453,32504.889999999992,4434027.360398347,4532561.301740533,4532561.301740533
FIN,1,385.6254761904761,84,328.8,43.48428447850555,2.55,5500.38,1.87,6.051924651403003,649.2433938281813,653.142788610751,653.142788610751,32392.53999999999,421516.984429535,426595.50231422816,426595.50231422816
GRC,6,285.8343835616439,73,142.5,1.0560755214978998,381.95,974.01,4.25,1.1514467105078452,238.62789205886145,240.2793158607655,240.2793158607655,20865.910000000003,56943.270868455635,57734.14963051752,57734.14963051752
CAN,10,356.71937499999996,48,378.0,8.383538985310013,102.0,2050.08,0.95,2.817477959978464,418.0759765850294,422.5001841994123,422.5001841994123,17122.53,174787.5221975261,178506.4056485373,178506.4056485373
PRT,22,1035.3668852459018,61,610.8,11.57723833318708,66.28,11956.1,8.1,3.538455848053159,2437.5198069547773,2457.7485339469677,2457.7485339469677,63157.380000000005,5941502.809296854,6040527.856118469,6040527.856118469
TUR,26,356.0102083333333,48,802.56,24.166785481192065,19.21,3304.03,3.75,4.536954418589465,491.37169286807716,496.57153812787044,496.57153812787044,17088.489999999998,241446.14055203996,246583.2924786791,246583.2924786791
FRA,6,353.2771929824562,57,300.66,9.850864944885585,12.5,2328.84,2.95,2.734945936466146,392.1869890832124,395.67316421219954,395.67316421219954,20136.800000000003,153810.63440615573,156557.25287769423,156557.25287769423
NLD,19,668.2671428571427,56,411.1,50.04002169842044,65.2,22206.0,1.45,7.179655720508424,2917.4549902824515,2943.8578360503966,2943.8578360503966,37422.95999999999,8511543.620323978,8666298.958875323,8666298.958875323
FIN,11,334.1208474576272,59,462.5,6.287041624401816,29.05,1881.86,1.25,2.1992368062128915,342.06055698027313,344.9967529546755,344.9967529546755,19713.130000000005,117005.42464165467,119022.75954926941,119022.75954926941
IND,18,361.7095918367348,49,79.2,13.44230424269048,88.45,3091.98,1.65,3.6569740866953424,610.2766503706237,616.6009296503397,616.6009296503397,17723.770000000004,372437.5899875884,380196.7064456632,380196.7064456632
ZAF,23,443.87973684210516,38,1045.4,11.74140710067996,12.75,3202.92,6.3,3.2064474168163137,579.2133910039994,586.988415284584,586.988415284584,16867.429999999997,335488.15231835184,344555.3996783073,344555.3996783073
CAN,1,311.09842857142854,70,204.0,1.3550143286421132,15.0,1132.8,2.95,1.1786601681111064,265.01514888040276,266.9286405082485,266.9286405082485,21776.89,70233.02913610205,71250.89912358178,71250.89912358178
SWE,14,414.02148648648637,74,17.4,9.56756510219047,22.65,3209.15,1.25,2.7789757739632344,535.9311446891198,539.5894202271277,539.5894202271277,30637.589999999993,287222.1918477903,291156.74242104776,291156.74242104776
USA,22,339.02015873015876,63,433.5,4.621006980079419,13.3,1896.72,2.55,2.0522260419001146,374.52198811620457,377.5302451822817,377.5302451822817,21358.27,140266.7195825145,142529.08602739376,142529.08602739376
AUS,4,429.1040000000001,60,284.6,28.93796155101389,12.54,5424.0,1.9,5.165061304076756,766.6496378989991,773.1193697978405,773.1193697978405,25746.240000000005,587751.6672906665,597713.55995661,597713.55995661
BRA,26,342.76616666666666,60,396.72,29.54316181690382,22.75,3301.38,2.5,4.88547871676649,445.72633574534524,449.4878061093412,449.4878061093412,20565.97,198671.9663769722,202039.2878409887,202039.2878409887
PRT,1,407.0726250000001,80,426.56,33.88921505960009,11.15,6162.62,3.75,5.415037911673349,790.6411490093717,795.6294707277318,795.6294707277318,32565.810000000005,625113.4265068595,633026.2546904907,633026.2546904907
NOR,6,279.7680434782607,46,113.48,7.399426219169062,35.0,1570.19,9.05,2.4185592247482615,289.98737073414503,293.19174835000285,293.19174835000285,12869.329999999994,84092.67518530246,85961.4013005314,85961.4013005314
USA,17,706.48625,40,316.58,10.417612552223213,29.75,6068.06,3.95,3.32076686118882,1327.5402733564952,1344.4522962171345,1344.4522962171345,28259.45,1762363.1773834378,1807551.9768035258,1807551.9768035258
PRT,11,859.1413333333334,60,12797.52,22.59840024767901,20.75,15160.9,3.32,4.823865875570148,2523.71317920141,2545.0107144141725,2545.0107144141725,51548.48,6369128.210874888,6477079.536482938,6477079.536482938
DNK,27,797.0977419354839,31,149.49,24.85379951522281,4.95,15719.56,2.75,5.130179308875517,2752.9314036410296,2798.4374849055916,2798.4374849055916,24710.030000000002,7578631.313152969,7831252.356924734,7831252.356924734
FIN,5,420.2059420289854,69,350.68,37.60897899560701,20.7,5401.98,2.55,5.679198861072388,686.1626294072906,691.1895290608,691.1895290608,28994.209999999995,470819.1539951269,477742.96508329053,477742.96508329053
TUR,6,292.487027027027,74,922.4,20.58613500234419,102.45,2567.64,4.95,3.969439018379317,359.8486742977722,362.3050077570484,362.3050077570484,21644.04,129491.06839386415,131264.91864583487,131264.91864583487
SWE,21,298.043962264151,53,479.4,2.0863061437074597,15.7,1295.43,3.3,1.4289761400740444,279.2481635847093,281.9204557026928,281.9204557026928,15796.330000000002,77979.53686543256,79479.14334361395,79479.14334361395
AUT,1,644.1563380281693,71,139.12,45.42109308816126,3.3,16726.84,3.3,6.632489491422062,2116.770262533739,2131.8364331809858,2131.8364331809858,45735.10000000002,4480716.344347153,4544726.577837827,4544726.577837827
CHN,5,297.1312765957446,47,275.8,1.7233723137858226,15.8,1055.44,1.65,1.382443866870019,253.36008001074512,256.099187507132,256.099187507132,13965.169999999996,64191.33014305117,65586.79384181315,65586.79384181315
AUS,10,406.5444000000001,50,115.08,7.9443740159752085,15.22,2133.4,4.98,2.359046902126233,363.7681467152395,367.4613190314411,367.4613190314411,20327.220000000005,132327.26456464,135027.82098432654,135027.82098432654
TUR,24,348.3871052631579,38,66.93,10.279099411075464,13.16,2661.24,1.65,3.2222498836834967,536.7890031763823,543.9945471055598,543.9945471055598,13238.71,288142.4339310941,295930.06728058314,295930.06728058314
MEX,1,330.95029850746283,67,278.73,28.42429554272815,9.95,3174.43,2.5,4.676967647754696,420.7642819348497,423.939906472497,423.939906472497,22173.67000000001,177042.5809521497,179725.04429990952,179725.04429990952
CHE,13,246.5583606557377,61,539.2,4.202183837180699,19.65,1175.32,3.48,1.6874074687314684,219.36364256475994,221.1841189460365,221.1841189460365,15040.06,48120.40767927976,48922.41447393442,48922.41447393442
USA,21,298.58261904761883,84,25.2,4.843811594184676,30.55,1649.58,1.45,2.0422828241472106,324.7263370319509,326.6766628980628,326.6766628980628,25080.939999999984,105447.19396218818,106717.64208221453,106717.64208221453
GRC,14,842.8984415584417,77,167.86,27.058988846150818,2.08,16774.72,1.95,5.143020549468942,2489.4402307842074,2505.7646039309707,2505.7646039309707,64903.180000000015,6197312.662646927,6278856.250313334,6278856.250313334
ZAF,12,335.80943661971804,71,664.01,8.61394982965149,9.15,2496.0,0.85,2.727228949198208,455.6586835695756,458.90184680040335,458.90184680040335,23842.46999999998,207624.83591235863,210590.90499682087,210590.90499682087
NOR,15,294.8514285714285,56,366.77,11.780633208264282,4.95,2209.74,1.45,2.96813147934016,363.9277403081775,367.22127115271104,367.22127115271104,16511.679999999997,132443.40016581627,134851.46198701294,134851.46198701294
PRT,20,471.3153846153847,52,70.96,13.913923613959952,3825.36,3825.36,13.88,3.480909459405326,638.6401908245288,644.8709743800603,644.8709743800603,24508.400000000005,407861.2933363905,415858.57359788835,415858.57359788835
MEX,31,400.07156249999997,32,194.55,15.015809349092983,10.2,3962.85,2.47,3.7372729314360424,729.3980250312127,741.069134501217,741.069134501217,12802.289999999999,532021.4789194335,549183.462110383,549183.462110383
CHN,30,234.37960000000004,25,249.67,2.1194821660558185,19.8,954.81,6.25,1.4508342845668643,223.39155442370688,227.9980504938584,227.9980504938584,5859.490000000001,49903.78658783999,51983.11102899999,51983.11102899999
FRA,2,312.43382352941177,68,208.97,4.812753765271477,64.7,1561.09,5.85,1.9917288407218257,303.6229516387903,305.88040243552325,305.88040243552325,21245.5,92186.89676185121,93562.82059411764,93562.82059411764
