counterparty_country,open_dt_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
FIN,3,291.8498412698413,63,268.73,12.843693004157515,5.9,2034.0,2.95,3.3411582364332264,362.9296762240611,365.8448208554395,365.8448208554395,18386.54,131717.94988410184,133842.43294674862,133842.43294674862
FRA,15,502.8397777777777,45,1085.46,34.97767950220928,36.6,8322.12,5.3,5.8943370907092785,1216.2296682954964,1229.9728126328073,1229.9728126328073,22627.789999999997,1479214.606042173,1512833.1198158588,1512833.1198158588
CHE,1,300.1814285714285,56,835.95,29.89127356682625,17.85,3337.44,4.0,5.024635926440839,464.10786020611846,468.3080169501054,468.3080169501054,16810.159999999996,215396.105905102,219312.39873974022,219312.39873974022
RUS,8,307.94529411764717,34,468.07,1.5666168936581073,15.0,1193.88,5.5,1.3185137298397342,278.8544495129113,283.04798481974206,283.04798481974206,10470.140000000003,77759.80401314878,80116.16171051693,80116.16171051693
TUR,4,323.56000000000006,35,169.35,2.058975278591758,27.35,1386.0,7.95,1.601040639066388,341.15511410500653,346.1357441898805,346.1357441898805,11324.600000000002,116386.81188000002,119809.95340588238,119809.95340588238
NLD,2,390.678775510204,49,279.0,10.36376008406644,3.25,2907.2,0.84,2.95267106075574,511.4307856681223,516.7307281103664,516.7307281103664,19143.259999999995,261561.44852911285,267010.6453734694,267010.6453734694
IND,6,264.1846428571429,56,75.64,3.591812419839586,13.35,1313.52,5.76,1.7095053988898632,267.436850783536,269.8571431093549,269.8571431093549,14794.34,71522.46915701531,72822.87768714287,72822.87768714287
NLD,9,264.798,45,219.1,20.17372753944706,5.9,2606.4,4.95,4.170776002388751,413.90426361982156,418.58129640814974,418.58129640814974,11915.91,171316.73944266673,175210.30170272733,175210.30170272733
ZAF,6,375.74079365079365,63,343.26,5.445298561906176,15.0,1991.26,2.42,2.1521924647136785,390.52380744979484,393.66059525000185,393.66059525000185,23671.67,152508.84418508442,154968.6642525858,154968.6642525858
CAN,5,278.7016279069767,43,271.2,2.795365304592611,3.75,1252.2,3.75,1.4920839396248662,262.65169933291156,265.7601116647281,265.7601116647281,11984.169999999998,68985.91516246619,70628.43695204872,70628.43695204872
GBR,23,637.7435185185184,54,617.12,6.208485176295884,4.95,4379.76,4.95,2.4022082959889417,851.4795637706766,859.4748524538657,859.4748524538657,34438.149999999994,725017.4475191017,738697.0220005941,738697.0220005941
USA,23,417.1266153846152,65,63.0,8.924956204272375,9.25,2944.7,5.75,2.6430762933864895,498.7906450491472,502.6723428532898,502.6723428532898,27113.22999999999,248792.10758854434,252679.48426961535,252679.48426961535
CAN,19,302.4395652173913,46,34.8,1.8822731490303557,125.0,1181.44,0.48,1.539709433947856,294.2339690506337,297.4852718293165,297.4852718293165,13912.22,86573.62854328925,88497.48695536234,88497.48695536234
FIN,2,510.0555102040818,49,165.89,33.951117494719526,3.75,9349.72,2.95,5.733775077192141,1356.4879439816618,1370.5451893180154,1370.5451893180154,24992.72000000001,1840059.5421675963,1878394.1159627547,1878394.1159627547
CHN,18,537.9847222222224,36,406.56,14.60134711996405,30.81,5867.08,5.0,3.820369466693886,1087.200053936937,1102.62210159105,1102.62210159105,19367.450000000008,1182003.9572804784,1215775.4989170637,1215775.4989170637
AUS,14,673.4168627450981,51,650.1,21.99604954531113,14.85,10584.77,3.7,4.753200986633998,1747.317810223284,1764.7044853238067,1764.7044853238067,34344.26,3053119.5299234916,3114181.9205219615,3114181.9205219615
CHN,26,301.96771428571435,35,22.2,0.5721872216608719,102.0,1013.01,9.2,1.0497471257086266,253.25742898804106,256.9548133093777,256.9548133093777,10568.870000000003,64139.325337632654,66025.77608285715,66025.77608285715
CAN,24,297.00978260869573,46,353.19,-0.17235084809022094,14.11,989.52,1.95,0.7970850257544944,267.7880972408329,270.7471715702401,270.7471715702401,13662.450000000004,71710.46502386578,73304.03091328502,73304.03091328502
DEU,1,347.05380952380955,42,286.6,29.850904546916013,28.68,4050.61,3.95,5.38135903390465,607.8454902003601,615.2135833404502,615.2135833404502,14576.26,369476.13995691616,378487.75312659703,378487.75312659703
AUS,13,426.0728205128205,39,864.22,18.777488101685417,9.95,3875.88,2.95,4.141408567347585,642.3653770962788,650.7626665364452,650.7626665364452,16616.84,412633.2776920445,423492.0481576246,423492.0481576246
CHE,9,303.5577192982456,57,301.24,12.393108682302739,3.48,2020.52,2.55,2.8934100454535576,319.6360156464023,322.4772805508804,322.4772805508804,17302.79,102167.18249830714,103991.5964714912,103991.5964714912
FRA,22,332.5446666666667,30,460.6,3.9498682742080886,165.0,1546.86,3.15,1.9177292122856366,337.26916120247665,343.0348636623048,343.0348636623048,9976.340000000002,113750.48709822219,117672.91768781607,117672.91768781607
CHE,21,389.07210526315794,38,23.8,11.836377308625922,27.25,2843.29,3.3,3.18288304229343,509.4434751670736,516.2819486045465,516.2819486045465,14784.740000000002,259532.65439030473,266547.0504549076,266547.0504549076
GBR,15,207.90257142857143,35,357.0,4.081536994391459,1.7,1128.6,1.7,1.8921615294547542,242.54380043133128,246.08477314251897,246.08477314251897,7276.59,58827.49512767345,60557.71557260502,60557.71557260502
FIN,25,337.16397727272727,88,1714.25,4.499411499923386,2.95,1714.25,2.5,1.8941685012506693,317.87615204645834,319.6978067996482,319.6978067996482,29670.43,101045.24803986309,102206.6876725052,102206.6876725052
MEX,19,478.62755555555543,45,187.51,11.16028960577623,1652.8,3953.35,3.18,3.2107126061386504,720.5544028721697,728.6965189705505,728.6965189705505,21538.239999999994,519198.64749846904,530998.6167597979,530998.6167597979
NOR,16,367.2131111111111,45,225.65,6.801776853032093,2.89,1948.92,2.89,2.152364640580873,354.6327177036498,358.6399942511497,358.6399942511497,16524.59,125764.36446587657,128622.64547646466,128622.64547646466
ESP,21,347.1420930232559,43,135.33,8.880098324877775,62.5,2275.0,4.95,2.831102568780011,427.86359239864106,432.92724312058624,432.92724312058624,14927.110000000002,183067.25370027043,187425.99783599118,187425.99783599118
MEX,9,319.50428571428574,49,510.95,15.554094751579562,4.95,2924.0,4.95,3.67880400427311,485.18577531430884,490.2137414732136,490.2137414732136,15655.710000000001,235405.23656734696,240309.51232916667,240309.51232916667
USA,30,386.5987719298246,57,442.35,18.51949388429117,15.3,4037.77,7.8,4.284345823039207,725.2151017821386,731.6615850194048,731.6615850194048,22036.13,525936.9438528777,535328.6749931077,535328.6749931077
ITA,29,297.35305555555556,36,303.96,13.100370789873708,6.75,1701.5,6.75,3.2369930246075054,287.7536315420947,291.83544721365985,291.83544721365985,10704.710000000001,82802.15246566359,85167.92825039684,85167.92825039684
IND,25,521.7446551724137,58,273.76,42.39551860145266,52.5,10065.0,1.7,6.387281390203062,1333.0962285159692,1344.7392113965527,1344.7392113965527,30261.18999999999,1777145.5544835012,1808323.5466674224,1808323.5466674224
TUR,23,317.16526315789497,57,292.54,12.457434748290943,10.2,2106.46,1.25,3.072051037866948,335.71927955813914,338.7035096200618,338.7035096200618,18078.420000000013,112707.43466703597,114720.06742894732,114720.06742894732
FIN,8,401.4442857142858,56,471.3,13.656692104771132,11.2,3875.88,2.95,3.7297843491004774,730.9576472459584,737.5727834134118,737.5727834134118,22480.880000000005,534299.0820673469,544013.6108322077,544013.6108322077
ESP,12,311.83053571428576,56,194.85,4.026332759487963,18.75,1652.27,3.25,1.9186974679259714,328.972147971199,331.94933216556154,331.94933216556154,17462.510000000002,108222.67414078442,110190.35912516233,110190.35912516233
USA,4,493.7399999999998,71,799.4,30.255389391940852,15.0,6068.06,3.35,5.008574345445517,806.0409034530671,811.7779217847348,811.7779217847348,35055.539999999986,649701.9380394367,658983.394297143,658983.394297143
FRA,20,398.3936538461538,52,143.12,6.012300693007454,169.92,2242.69,5.1,2.4248657724722062,478.7954814428713,483.4667674895346,483.4667674895346,20716.469999999998,229245.1130501109,233740.11526677973,233740.11526677973
RUS,24,279.49489795918373,49,108.78,3.135964775716678,4.95,1341.96,4.95,1.518585472730247,265.26125066157067,268.0101453313106,268.0101453313106,13695.250000000002,70363.53110254063,71829.43800051023,71829.43800051023
NOR,27,303.91358974358974,39,98.5,0.5382355365016331,172.89,1033.34,7.9,1.1018756776122929,260.2856181639915,263.68818896056183,263.68818896056183,11852.63,67748.6030230112,69531.46099730096,69531.46099730096
FRA,5,383.60468085106396,47,910.14,4.397319625297867,69.85,1780.59,2.52,2.1398430006661084,394.41474872002044,398.67881587242556,398.67881587242556,18029.420000000006,155562.99400787687,158944.79822543942,158944.79822543942
USA,24,332.51125000000013,48,25.8,7.213213901931416,14.85,2016.78,2.95,2.3349751681243487,367.7432170155385,371.6347880025811,371.6347880025811,15960.540000000006,135235.07366093746,138112.41565372338,138112.41565372338
ESP,6,489.2906,50,307.68,18.447678420393704,3.75,5162.74,2.95,4.168747523220479,843.3965484762433,851.9591695098292,851.9591695098292,24464.53,711317.7379816403,725834.4265118778,725834.4265118778
MEX,6,335.65283018867933,53,153.5,13.174568771493497,283.02,2574.48,0.39,3.2966008588989117,431.543378765265,435.6730745700238,435.6730745700238,17789.600000000006,186229.68775614098,189811.02790529752,189811.02790529752
ZAF,18,318.3271153846154,52,25.2,9.298388472383735,39.12,2105.98,4.95,2.8900551257682885,384.9481677413834,388.7038485578355,388.7038485578355,16553.010000000002,148185.09184744823,151090.68188367272,151090.68188367272
DNK,29,470.6514583333333,48,129.75,30.24820360369838,44.4,5639.52,6.25,5.252436629293418,818.2086491027966,826.8671828101938,826.8671828101938,22591.27,669465.3934666234,683709.3380084664,683709.3380084664
CHN,8,292.15933333333334,45,226.8,1.1149124928483891,3.25,1238.54,1.65,1.4793885174686392,336.1055061494828,339.90342902867945,339.90342902867945,13147.17,112966.91126400001,115534.34106545454,115534.34106545454
NLD,12,241.33349999999996,40,190.35,-0.798599780827058,3.18,627.0,3.18,0.3316465033328906,171.29541115496934,173.4776062774201,173.4776062774201,9653.339999999998,29342.117882749997,30094.479879743587,30094.479879743587
USA,1,370.7695555555556,45,165.05,9.386813513840305,11.15,2856.14,0.79,2.9145258753410634,530.8436219869718,536.8420453996584,536.8420453996584,16684.63,281794.951004247,288199.381708889,288199.381708889
IND,14,272.76739130434777,46,350.4,-0.1933054891992323,1.65,1013.01,1.65,0.8906934172153063,270.6218934749687,273.6122814205433,273.6122814205433,12547.299999999997,73236.20922797732,74863.68054415459,74863.68054415459
AUS,23,334.67387755102055,49,17.4,6.546461275718304,9.9,2182.71,2.12,2.360145367810594,416.51129878991094,420.8275933345326,420.8275933345326,16399.020000000008,173481.66201965848,177095.86331173472,177095.86331173472
USA,15,346.09156249999995,64,15.0,33.6140502978518,11.89,4345.1,2.5,5.380404120369701,576.2820142983891,580.8376742372975,580.8376742372975,22149.859999999997,332100.96000380866,337372.4038133929,337372.4038133929
PRT,2,619.9467241379309,58,306.4,3.7697323254821065,12.5,3821.36,7.02,2.2170176503614303,912.7928929227612,920.765034617025,920.765034617025,35956.909999999996,833190.8653703035,847808.2489732913,847808.2489732913
GBR,27,481.7951111111112,45,178.4,19.02727962606579,12.75,7786.0,0.95,4.48960685409877,1380.7742122408836,1396.3766759783925,1396.3766759783925,21680.780000000006,1906537.4251894325,1949867.821216465,1949867.821216465
DNK,28,220.52977272727276,44,147.4,4.248458074998349,26.74,1146.96,1.65,1.9266298994379698,240.02500746123624,242.79995522669824,242.79995522669824,9703.310000000001,57612.00420676652,58951.81825808668,58951.81825808668
FRA,11,533.6395555555555,45,777.56,36.88097523898201,25.95,10901.54,1.9,6.1195800086276115,1592.9902128902886,1610.990673653885,1610.990673653885,24013.78,2537617.818364247,2595290.9505997985,2595290.9505997985
GRC,25,505.0385483870968,62,147.35,52.832335065424225,17.37,13464.26,1.7,7.276936556372302,1689.5563546920093,1703.348880314409,1703.348880314409,31312.390000000003,2854600.675680151,2901397.4080683505,2901397.4080683505
SWE,29,359.08316666666644,60,1761.26,2.3419741192586185,3.75,1761.26,3.3,1.67301297218741,411.07356981239457,414.54260658736035,414.54260658736035,21544.989999999987,168981.47979830563,171845.572676243,171845.572676243
CAN,12,296.94359999999995,50,295.5,3.5573306258220496,11.65,1266.23,2.95,1.7576761149282125,258.0374379407764,260.6571745256084,260.6571745256084,14847.179999999997,66583.31937904001,67942.16263167348,67942.16263167348
DNK,1,340.5491489361701,47,313.49,1.9375856530461286,13.0,1484.25,2.07,1.2643226646881616,314.83103316872086,318.23471082390273,318.23471082390273,16005.809999999996,99118.57944608423,101273.331173173,101273.331173173
TUR,12,332.11038461538465,52,259.65,3.875688690082846,12.45,1682.59,1.17,1.8681223208509654,356.47136999592993,359.9492218162497,359.9492218162497,17269.74,127071.83762677517,129563.44228612371,129563.44228612371
DNK,26,575.037441860465,43,668.4,10.181859867617982,27.25,5513.32,6.15,3.2361795800408446,1098.7324529320201,1111.7356564701474,1111.7356564701474,24726.609999999997,1207213.003126014,1235956.1698671097,1235956.1698671097
GRC,30,386.15952500000003,40,183.3,10.761923404209586,8.85,2949.28,7.45,3.0787474676191815,539.8321433712515,546.7092632092205,546.7092632092205,15446.381000000001,291418.74301679945,298891.01847876864,298891.01847876864
DNK,23,404.66918367346943,49,150.68,9.227857137505612,59.4,2990.0,4.95,2.9713806456342646,572.8145006638382,578.750560769479,578.750560769479,19828.79,328116.45217076223,334952.2115909864,334952.2115909864
SWE,13,715.635111111111,45,243.28,27.672568063775785,11816.64,11816.64,16.95,5.153077692066056,1825.716264357784,1846.3464814903832,1846.3464814903832,32203.579999999994,3333239.877940542,3408995.3297119183,3408995.3297119183
CHN,19,342.65217391304344,46,116.25,6.814034450887581,152.64,1965.74,0.77,2.2923488631506057,364.5495093346632,368.57780299664785,368.57780299664785,15761.999999999998,132896.34475614366,135849.59686183574,135849.59686183574
SWE,16,431.56965517241395,58,311.81,32.60954049503534,183.0,5639.52,2.9,5.359902828752693,773.6210546201578,780.3776986660482,780.3776986660482,25031.040000000008,598489.5361516052,608989.3525753175,608989.3525753175
ITA,10,296.278,40,225.65,8.466509129616345,13.0,1706.88,11.55,2.7086486221746577,320.4661189205499,324.54865444735674,324.54865444735674,11851.12,102698.533376,105331.82910358976,105331.82910358976
JPN,3,335.7374285714287,70,175.53,7.008260619317101,14.95,1935.9,6.65,2.4014498416852295,342.2345580099194,344.70559773832,344.70559773832,23501.62000000001,117124.4926962449,118821.9491121325,118821.9491121325
ZAF,5,440.49577777777773,45,248.1,4.165027598226533,16.65,2605.88,5.95,2.155590617409121,579.514326347652,586.062718678598,586.062718678598,19822.309999999998,335836.8544421728,343469.51022494945,343469.51022494945
SWE,12,337.0868181818182,44,170.28,4.901980427220354,335.4,1713.74,10.5,2.183204794361537,366.82246619864736,371.0633292389853,371.0633292389853,14831.820000000002,134558.7217080578,137687.99430591962,137687.99430591962
SWE,22,276.83071428571435,28,310.26,0.7368253664671709,1.65,889.38,1.65,1.1393967179893387,236.0487082139824,240.38023846380415,240.38023846380415,7751.260000000002,55718.9926494898,57782.65904391535,57782.65904391535
RUS,17,438.70564102564106,39,440.89,28.161340669094805,10.95,6068.06,4.68,5.256530149233567,953.5720396348182,966.0375626912753,966.0375626912753,17109.52,909299.6347733074,933228.5725304997,933228.5725304997
ZAF,29,486.9094339622642,53,98.9,9.161727642797326,0.85,3056.72,0.85,2.897824871081368,565.9572729903053,571.3732554637894,571.3732554637894,25806.2,320307.63485062297,326467.3970592888,326467.3970592888
BRA,6,341.39269841269845,63,108.78,18.656001683765496,12.75,3566.14,4.95,4.044352917286826,551.1790363010897,555.6062482759228,555.6062482759228,21507.74,303798.3300577979,308698.3031232463,308698.3031232463
JPN,31,423.7588888888888,36,304.2,1.723817214584515,25.85,1637.43,12.75,1.5832477578116348,377.6903507193998,383.0479282564877,383.0479282564877,15255.319999999998,142650.00102654324,146725.71534158735,146725.71534158735
PRT,23,711.2301960784313,51,303.5,38.7373421662709,33.2,14415.74,8.1,6.171748958148486,2018.3264556591648,2038.4098006156564,2038.4098006156564,36272.74,4073641.6816136865,4155114.5152459606,4155114.5152459606
DNK,30,251.3489743589743,39,620.0,1.1735414340377908,3.73,1239.38,2.55,1.428086292646015,317.9999671810568,322.15700593438066,322.15700593438066,9802.609999999997,101123.97912715319,103785.13647260459,103785.13647260459
PRT,5,345.22,46,438.0,15.483418298353708,25.0,2907.2,2.9,3.5269370991035487,477.26894876177926,482.5427989031991,482.5427989031991,15880.12,227785.64945217388,232847.5527733333,232847.5527733333
GBR,4,891.4516981132078,53,171.46,12.574893478064894,6.9,10999.52,2.55,3.6430054976460355,2204.200873608817,2225.294185541056,2225.294185541056,47246.94000000002,4858501.491217871,4951934.21220283,4951934.21220283
RUS,25,279.4680701754385,57,308.65,0.6624145185912922,19.8,964.99,7.5,1.0402753371976639,225.85702842563532,227.86468593881543,227.86468593881543,15929.679999999995,51011.39728925824,51922.31509799499,51922.31509799499
RUS,29,460.80410714285716,56,5.04,12.594778816287723,5.9,3893.79,2.71,3.2782003354020985,652.6312751600708,658.5375609326991,658.5375609326991,25805.030000000002,425927.58131706,433671.71915918833,433671.71915918833
DNK,19,262.08457142857145,35,485.25,2.0036603119149614,18.5,1056.9,1.65,1.4675994486293304,251.2913132299171,254.9599936131025,254.9599936131025,9172.960000000001,63147.32410481632,65004.59834319327,65004.59834319327
MEX,21,310.9335211267606,71,569.03,16.76896992985566,61.2,2970.0,6.35,3.9188395056561705,514.5087519372203,518.1707821506027,518.1707821506027,22076.280000000002,264719.255819996,268500.9594745674,268500.9594745674
FRA,18,364.432894736842,38,590.0,3.6158716482622504,165.0,1543.0,1.45,1.9052917785124057,330.3582109572633,334.792747781474,334.792747781474,13848.449999999995,109136.54754688365,112086.1839670697,112086.1839670697
JPN,11,544.1589583333333,48,8520.92,31.293368086909474,105.42,8520.92,6.75,5.450995623260745,1253.8498120957968,1267.118433582443,1267.118433582443,26119.63,1572139.3512926651,1605589.124724424,1605589.124724424
BRA,20,280.13290909090904,55,17.85,0.10269383078676464,10.05,938.92,2.55,0.6885092127628653,209.85286210427387,211.78703075279228,211.78703075279228,15407.309999999998,44038.22373335538,44853.74639508418,44853.74639508418
USA,20,397.48357142857145,56,81.18,2.8982800721022697,30.55,1713.74,13.0,1.8345427376884464,410.0381361245935,413.7489641247284,413.7489641247284,22259.08,168131.2730765307,171188.2053142858,171188.2053142858
RUS,19,250.20405405405404,37,403.25,3.0009589726997223,16.85,1077.75,2.49,1.7459744978939917,253.57282224414735,257.07054364144506,257.07054364144506,9257.55,64299.17618086194,66085.26440810811,66085.26440810811
CHE,22,310.28562500000004,48,514.41,-0.0427662966772715,76.5,866.97,9.96,0.8681059831705167,238.00853164773184,240.52721058883048,240.52721058883048,14893.710000000001,56648.06113710938,57853.33903364361,57853.33903364361
AUS,7,340.8731250000001,48,406.16,17.006363298327376,7.62,2945.5,1.79,3.6901309225815098,471.10899188402715,476.09441105621346,476.09441105621346,16361.910000000003,221943.68223398435,226665.88823896274,226665.88823896274
ESP,5,313.82622222222227,45,214.74,0.15053375883640285,14.5,882.68,3.3,0.7825817470145967,222.9350054391926,225.45412500801865,225.45412500801865,14122.180000000002,49700.01665017283,50829.5624831313,50829.5624831313
GRC,29,411.3235849056603,53,365.27,16.616453517941103,40.0,3876.86,1.95,3.7552225620276785,622.6020394359385,628.5600894415937,628.5600894415937,21800.149999999998,387633.2995097899,395087.78603882436,395087.78603882436
GRC,1,510.6479069767443,43,2605.88,21.63056396357532,10.03,5867.08,0.5,4.472665118531609,944.8065458405025,955.988077601883,955.988077601883,21957.860000000004,892659.4090630615,913913.2045169439,913913.2045169439
CAN,10,1461.5060317460322,63,208.97,57.93114065926451,13.65,77183.6,2.55,7.738714289786099,9620.068925606884,9697.339796850434,9697.339796850434,92074.88000000003,9.254572613342719E7,9.403839913557923E7,9.403839913557923E7
TUR,26,653.3042424242424,33,312.8,25.39940400888028,3.8,8895.66,1.25,5.115081745958387,1489.8128532582593,1512.9121044487972,1512.9121044487972,21559.039999999997,2219542.337733516,2288903.0357876886,2288903.0357876886
FIN,1,660.9694642857141,56,2170.9,43.83867006497181,1.87,13760.02,1.87,6.5562838951576525,1830.6322011314442,1847.1993460660874,1847.1993460660874,37014.28999999999,3351214.2558193565,3412145.424106981,3412145.424106981
GRC,6,465.067288135593,59,203.6,9.091351217314939,11.17,3862.14,2.95,3.0170704800079635,755.4149294011454,761.8992966555641,761.8992966555641,27438.969999999987,570651.7155621374,580490.5382442432,580490.5382442432
PRT,22,779.8486111111114,36,271.05,10.362126301582126,4.95,7952.68,2.55,3.2244379258093514,1570.1066835730778,1592.3788127993607,1592.3788127993607,28074.55000000001,2465234.997800849,2535670.2834523018,2535670.2834523018
NLD,19,362.3997959183674,49,279.6,2.422935215792849,6.36,1552.6,2.08,1.5218116452249273,335.33204531366226,338.8070816020637,338.8070816020637,17757.59,112447.58061424406,114790.23854370747,114790.23854370747
FRA,6,448.1562264150946,53,351.43,15.414657997851744,2506.0,4463.08,0.55,3.6501821052175614,734.891967620107,741.9245868768666,741.9245868768666,23752.280000000013,540066.2040725524,550452.0926124091,550452.0926124091
ZAF,23,682.7095454545453,66,167.2,38.551510379898794,8.2,13355.4,4.1,6.000944988245586,1762.514909809647,1776.0209686993535,1776.0209686993535,45058.82999999999,3106458.807301308,3154250.48125979,3154250.48125979
FIN,11,560.9825,72,306.84,28.968114382501252,1.65,10389.06,1.25,5.336311792527463,1510.625894869178,1521.2269084013617,1521.2269084013617,40390.74,2281990.5942493044,2314131.306844365,2314131.306844365
IND,18,624.9887272727273,55,46.45,5.219706036732328,20.51,4655.85,0.55,2.5014797454569435,1045.7125382489717,1055.3506455712286,1055.3506455712286,34374.38,1093514.7126511072,1113764.985107609,1113764.985107609
BRA,26,496.1465789473682,38,22.2,12.710399922251058,24.86,3877.56,14.85,3.3737723591825013,692.8306287226274,702.1307848383447,702.1307848383447,18853.569999999992,480014.28009619116,492987.6390177098,492987.6390177098
SWE,14,401.88355932203365,59,123.24,25.644302411419044,18.75,4186.08,1.45,4.557928505979874,592.1623445224982,597.2453763327981,597.2453763327981,23711.129999999986,350656.24227038183,356702.03955090564,356702.03955090564
AUS,4,209.89947368421056,38,326.4,-0.6806339682031148,3.75,642.02,0.79,0.7075026602082657,186.67485976462936,189.18067470224486,189.18067470224486,7976.180000000001,34847.50326814404,35789.32768079659,35789.32768079659
CAN,1,353.4201886792455,53,102.0,23.935667483543376,24.9,3895.86,3.25,4.598038553161345,582.1625897883005,587.7336505971004,587.7336505971004,18731.27000000001,338913.28094902105,345430.84404419456,345430.84404419456
USA,22,320.2900000000001,38,415.55,0.12158206583138575,27.45,1035.76,2.1,0.7049278801825374,252.41105245214592,255.79927187521832,255.79927187521832,12171.020000000002,63711.33939999996,65433.26749189186,65433.26749189186
PRT,11,532.8185714285711,77,95.29,45.22234913068456,41.6,13031.5,4.25,6.559468644643414,1619.3316242593826,1629.9503060641823,1629.9503060641823,41027.02999999998,2622234.90932653,2656738.0002387213,2656738.0002387213
DNK,27,364.43375000000003,40,113.92,17.357241365025683,27.04,2685.0,5.9,3.783006599184666,435.76955477458205,441.32098309674143,441.32098309674143,14577.350000000002,189895.10486843745,194764.21012147432,194764.21012147432
NOR,6,446.324693877551,49,535.75,15.37883550209747,7.65,4161.06,3.8,3.666961755571614,693.5736842573355,700.761168290423,700.761168290423,21869.91,481044.45549429406,491066.2149837585,491066.2149837585
PRT,1,939.9843859649125,57,1982.41,26.28407284131999,29.17,19150.66,4.95,5.094032208135779,2940.5409233587334,2966.6795789442895,2966.6795789442895,53579.11000000001,8646780.921947433,8801187.724125067,8801187.724125067
USA,17,366.55999999999995,46,707.06,4.729675638314278,436.2,1687.17,1.45,1.679144415217612,311.65422521707,315.09802285779085,315.09802285779085,16861.76,97128.35609565218,99286.76400888889,99286.76400888889
SWE,21,396.93102040816325,49,508.2,4.108987271345974,2.9,2076.0,1.25,2.0136820385154772,464.87051868650127,469.6879584284518,469.6879584284518,19449.62,216104.59914385673,220606.77829268706,220606.77829268706
TUR,6,277.99096153846153,52,922.4,2.975213436080641,269.96,1248.32,0.65,1.5449726691449082,253.37257815820755,255.8445642876313,255.8445642876313,14455.529999999999,64197.663362536994,65456.44107552791,65456.44107552791
FIN,5,312.6725,52,204.0,8.636597783729533,20.7,1943.4,2.1,2.7277975366686014,355.2933939061707,358.75975300468195,358.75975300468195,16258.97,126233.39575336539,128708.56037598039,128708.56037598039
AUS,10,301.3961016949151,59,130.85,15.092986217845674,27.35,2482.44,1.7,3.354623251165801,386.8251374275206,390.1455857754365,390.1455857754365,17782.36999999999,149633.68694582017,152213.57810005845,152213.57810005845
CHN,5,289.60766666666666,30,203.3,-0.2660474461224971,62.4,582.0,15.0,0.13318193413952936,137.69947585674473,140.05348356926027,140.05348356926027,8688.23,18961.14565122222,19614.978259885058,19614.978259885058
AUT,1,356.69793103448285,58,223.7,9.149552779660166,299.4,2449.79,2.95,2.8484842074529375,450.1339790542008,454.06535482437397,454.06535482437397,20688.480000000007,202620.59909916768,206175.34645178466,206175.34645178466
TUR,24,310.2976923076923,39,112.15,19.302105077791992,7.5,2661.24,7.5,4.090640792980968,433.72000464355784,439.3897878305748,439.3897878305748,12101.609999999999,188113.04242800784,193063.38564979754,193063.38564979754
USA,21,389.1497872340429,47,118.38,1.7984902076226579,7.5,1862.0,0.65,1.5453933243678262,436.0689950800991,440.7833914969109,440.7833914969109,18290.040000000015,190156.16847016753,194289.998219519,194289.998219519
CHE,13,295.6875925925926,54,177.6,13.502650030171175,38.16,2618.89,2.08,3.5899698287302297,451.47138252252154,455.7106434385219,455.7106434385219,15967.13,203826.409236797,207672.19054315166,207672.19054315166
MEX,1,440.7211960784314,51,61.05,8.140133202970828,8.3,3257.4,1.65,2.681406964421593,613.8716265533182,619.9799523895598,619.9799523895598,22476.781,376838.3738872165,384375.1413649608,384375.1413649608
GRC,14,362.8258,50,56.85,4.991083533982938,1.65,1974.0,1.45,1.9870347143618952,382.28252965098994,386.16367006480345,386.16367006480345,18141.29,146139.93247636,149122.38007791838,149122.38007791838
PRT,20,674.0752173913045,69,127.08,53.333749626666815,125.0,15719.56,9.95,7.187049240449726,1906.305285918445,1920.27107911465,1920.27107911465,46511.19000000001,3633999.8431206043,3687441.017284143,3687441.017284143
NOR,15,420.1731372549019,51,585.53,16.623854169647768,6.25,3969.93,3.3,3.803542619076743,643.2165646233343,649.6168870849655,649.6168870849655,21428.829999999998,413727.54900584393,422002.0999859608,422002.0999859608
ZAF,12,280.9885714285714,49,147.9,9.161518536022776,4.15,1964.85,1.44,2.6644178474957534,348.2529296534989,351.86186469266596,351.86186469266596,13768.439999999999,121280.10301224486,123806.77182499996,123806.77182499996
MEX,31,273.64666666666665,24,102.0,13.133195906540681,3.3,2050.08,1.65,3.566286315610602,400.87615513466943,409.4981341006135,409.4981341006135,6567.5199999999995,160701.69175555557,167688.72183188406,167688.72183188406
CHN,30,324.8077142857143,35,318.14,15.803882717501377,39.8,2539.56,8.5,3.698371643498546,438.48113965034025,444.8826627860014,444.8826627860014,11368.27,192265.7098290612,197920.583647563,197920.583647563
AUS,8,270.9028888888889,45,17.4,1.2714033367094073,2.95,990.0,2.95,1.2650129855309282,249.36431464935637,252.18207995975504,252.18207995975504,12190.630000000003,62182.561420543214,63595.80145282829,63595.80145282829
