counterparty_acct_id,txn_timestamp_weekday,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
5996,1,104.51,1,104.51,NaN,104.51,104.51,104.51,NaN,0.0,NaN,NaN,104.51,0.0,NaN,NaN
1691,3,115.5,1,115.5,NaN,115.5,115.5,115.5,NaN,0.0,NaN,NaN,115.5,0.0,NaN,NaN
5684,5,159.155,2,185.61,-2.0000000000000036,132.7,185.61,132.7,-3.9297675561669154E-16,26.455000000000013,37.41301979258025,37.41301979258025,318.31,699.8670250000007,1399.7340500000014,1399.7340500000014
1708,5,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
2290,6,155.055,2,285.16,-2.0000000000000027,24.95,285.16,24.95,-4.2288099629476623E-16,130.10500000000002,183.99625553255157,183.99625553255157,310.11,16927.311025000006,33854.62205000001,33854.62205000001
5316,2,48.3,1,48.3,NaN,48.3,48.3,48.3,NaN,0.0,NaN,NaN,48.3,0.0,NaN,NaN
2894,2,195.45999999999998,2,278.4,-1.9999999999999984,112.52,278.4,112.52,4.080825700572452E-16,82.94,117.2948728632245,117.2948728632245,390.91999999999996,6879.0436,13758.0872,13758.0872
3522,4,543.24,1,543.24,NaN,543.24,543.24,543.24,NaN,0.0,NaN,NaN,543.24,0.0,NaN,NaN
1541,1,115.46,1,115.46,NaN,115.46,115.46,115.46,NaN,0.0,NaN,NaN,115.46,0.0,NaN,NaN
5439,3,267.03,1,267.03,NaN,267.03,267.03,267.03,NaN,0.0,NaN,NaN,267.03,0.0,NaN,NaN
2865,5,1266.0700000000002,2,2505.84,-1.999999999999999,26.3,2505.84,26.3,0.0,1239.77,1753.299548223292,1753.299548223292,2532.1400000000003,1537029.6528999999,3074059.3057999997,3074059.3057999997
3234,5,145.74,2,166.08,-1.9999999999999996,125.4,166.08,125.4,0.0,20.340000000000003,28.76510385866876,28.76510385866876,291.48,413.71560000000017,827.4312000000003,827.4312000000003
6401,4,338.19,1,338.19,NaN,338.19,338.19,338.19,NaN,0.0,NaN,NaN,338.19,0.0,NaN,NaN
3462,5,315.06,1,315.06,NaN,315.06,315.06,315.06,NaN,0.0,NaN,NaN,315.06,0.0,NaN,NaN
1058,6,600.39,1,600.39,NaN,600.39,600.39,600.39,NaN,0.0,NaN,NaN,600.39,0.0,NaN,NaN
2809,5,246.0,2,294.72,-1.9999999999999998,197.28,294.72,197.28,0.0,48.72000000000001,68.90048475881721,68.90048475881721,492.0,2373.638400000001,4747.276800000002,4747.276800000002
2916,6,163.23,2,307.71,-1.9999999999999993,18.75,307.71,18.75,0.0,144.48,204.32557549166475,204.32557549166475,326.46,20874.4704,41748.9408,41748.9408
1204,1,2176.45,1,2176.45,NaN,2176.45,2176.45,2176.45,NaN,0.0,NaN,NaN,2176.45,0.0,NaN,NaN
1870,1,210.31,1,210.31,NaN,210.31,210.31,210.31,NaN,0.0,NaN,NaN,210.31,0.0,NaN,NaN
6209,1,558.59,1,558.59,NaN,558.59,558.59,558.59,NaN,0.0,NaN,NaN,558.59,0.0,NaN,NaN
1803,4,291.88,1,291.88,NaN,291.88,291.88,291.88,NaN,0.0,NaN,NaN,291.88,0.0,NaN,NaN
2960,5,52.85,2,88.25,-1.9999999999999996,17.45,88.25,17.45,0.0,35.4,50.06316010800756,50.06316010800756,105.7,1253.1599999999999,2506.3199999999997,2506.3199999999997
1210,6,739.2,1,739.2,NaN,739.2,739.2,739.2,NaN,0.0,NaN,NaN,739.2,0.0,NaN,NaN
3828,6,778.6,1,778.6,NaN,778.6,778.6,778.6,NaN,0.0,NaN,NaN,778.6,0.0,NaN,NaN
6523,2,387.78,1,387.78,NaN,387.78,387.78,387.78,NaN,0.0,NaN,NaN,387.78,0.0,NaN,NaN
3421,4,206.45,1,206.45,NaN,206.45,206.45,206.45,NaN,0.0,NaN,NaN,206.45,0.0,NaN,NaN
2280,6,62.5,2,62.5,NaN,62.5,62.5,62.5,NaN,0.0,0.0,0.0,125.0,0.0,0.0,0.0
2344,3,138.25,1,138.25,NaN,138.25,138.25,138.25,NaN,0.0,NaN,NaN,138.25,0.0,NaN,NaN
1495,6,18.1,1,18.1,NaN,18.1,18.1,18.1,NaN,0.0,NaN,NaN,18.1,0.0,NaN,NaN
1362,5,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
6065,4,165.76666666666668,3,471.3,-1.5000000000000002,20.8,471.3,5.2,0.7043450979733697,216.13854096132158,264.7145695524395,264.7145695524395,497.3,46715.86888888889,70073.80333333333,70073.80333333333
3609,4,440.89,1,440.89,NaN,440.89,440.89,440.89,NaN,0.0,NaN,NaN,440.89,0.0,NaN,NaN
5830,4,236.02785714285713,14,349.15,0.0724342100958908,310.33,760.18,9.54,0.8989574094276988,214.7491073049322,222.8556806607075,222.8556806607075,3304.39,46117.17908826529,49664.65440274724,49664.65440274724
5888,5,1246.575,6,138.1,1.1048992158679685,220.47,5500.38,138.1,1.737523194385913,1914.918273763052,2097.687868637753,2097.687868637753,7479.450000000001,3666911.9951916668,4400294.39423,4400294.39423
1169,6,620.0,1,620.0,NaN,620.0,620.0,620.0,NaN,0.0,NaN,NaN,620.0,0.0,NaN,NaN
5070,3,312.66333333333336,3,569.03,-1.4999999999999998,32.05,569.03,32.05,-0.16405972612058964,219.89058754046044,269.30986935746216,269.30986935746216,937.99,48351.8704888889,72527.80573333334,72527.80573333334
6040,3,266.89833333333337,6,111.25,-1.5050077253232825,10.15,564.96,10.15,0.183357635516954,200.16587433232024,219.27072922911225,219.27072922911225,1601.3900000000003,40066.37724722222,48079.652696666664,48079.652696666664
5841,6,238.2425,4,401.92,-1.4776074173520843,70.6,401.92,70.6,-0.03401740350354062,126.24712241770108,145.77762022455073,145.77762022455073,952.97,15938.335918750003,21251.11455833334,21251.11455833334
4939,6,488.83000000000004,4,756.45,-1.6293984864708266,44.15,831.34,44.15,-0.24856622922001206,321.7326411012722,371.5048538938175,371.5048538938175,1955.3200000000002,103511.89235000001,138015.85646666668,138015.85646666668
4698,4,422.7,1,422.7,NaN,422.7,422.7,422.7,NaN,0.0,NaN,NaN,422.7,0.0,NaN,NaN
2117,5,125.66666666666667,6,190.35,0.06463309806257866,4.95,190.35,4.95,-1.1377537825538917,59.57391533959212,65.25995454079529,65.25995454079529,754.0,3549.0513888888895,4258.861666666668,4258.861666666668
6331,6,100.825,2,198.3,-2.000000000000001,3.35,198.3,3.35,0.0,97.47500000000001,137.85046699231745,137.85046699231745,201.65,9501.375625000002,19002.751250000005,19002.751250000005
5484,6,250.0,1,250.0,NaN,250.0,250.0,250.0,NaN,0.0,NaN,NaN,250.0,0.0,NaN,NaN
4564,1,193.64,1,193.64,NaN,193.64,193.64,193.64,NaN,0.0,NaN,NaN,193.64,0.0,NaN,NaN
5998,2,400.67333333333335,3,175.2,-1.4999999999999993,588.0,588.0,175.2,-0.32410100256134566,170.6699273126021,209.02711817688473,209.02711817688473,1202.02,29128.22408888889,43692.33613333333,43692.33613333333
2920,6,570.07,1,570.07,NaN,570.07,570.07,570.07,NaN,0.0,NaN,NaN,570.07,0.0,NaN,NaN
1086,4,2729.535,2,2919.51,-1.9999999999999996,2539.56,2919.51,2539.56,0.0,189.97500000000014,268.6652215118289,268.6652215118289,5459.07,36090.50062500005,72181.0012500001,72181.0012500001
6560,5,429.15,1,429.15,NaN,429.15,429.15,429.15,NaN,0.0,NaN,NaN,429.15,0.0,NaN,NaN
2237,5,812.37,3,1652.27,-1.500000000000001,424.8,1652.27,360.04,0.7008187196002316,594.4871582016441,728.095098115624,728.095098115624,2437.11,353414.98126666667,530122.4719,530122.4719
5889,6,327.1257142857143,7,85.6,-1.2385750968754454,778.6,778.6,15.0,0.3776622275837886,268.807351082366,290.3451233651166,290.3451233651166,2289.88,72257.39199591837,84300.29066190477,84300.29066190477
4806,1,402.42,1,402.42,NaN,402.42,402.42,402.42,NaN,0.0,NaN,NaN,402.42,0.0,NaN,NaN
5896,2,164.912,5,301.28,-1.6721229911230135,13.58,357.8,11.9,0.17987071170184182,143.34341008919802,160.262804543038,160.262804543038,824.5600000000001,20547.333216,25684.16652,25684.16652
1600,1,234.835,6,411.75,-0.8468299638932284,159.31,411.75,14.95,-0.3081359030780344,128.6190292750908,140.89508731676912,140.89508731676912,1409.01,16542.854691666664,19851.425629999994,19851.425629999994
4953,3,196.41500000000002,2,278.22,-1.9999999999999998,114.61,278.22,114.61,0.0,81.805,115.68974046993105,115.68974046993105,392.83000000000004,6692.058025000001,13384.116050000002,13384.116050000002
6076,1,938.5766666666667,3,412.55,-1.500000000000001,2182.71,2182.71,220.47,0.6821068769570108,883.2230729675387,1081.7229289117122,1081.7229289117122,2815.73,780082.9966222221,1170124.4949333332,1170124.4949333332
5625,3,242.03,1,242.03,NaN,242.03,242.03,242.03,NaN,0.0,NaN,NaN,242.03,0.0,NaN,NaN
3610,3,234.35,1,234.35,NaN,234.35,234.35,234.35,NaN,0.0,NaN,NaN,234.35,0.0,NaN,NaN
6852,6,218.575,4,240.68,-0.8319587435232303,6.9,314.08,6.9,-0.9766081868173584,125.76204306148975,145.21749883077683,145.21749883077683,874.3,15816.091475000001,21088.12196666667,21088.12196666667
4466,6,421.46999999999997,2,310.77,-2.0000000000000004,532.17,532.17,310.77,0.0,110.69999999999999,156.55344135470162,156.55344135470162,842.9399999999999,12254.489999999998,24508.979999999996,24508.979999999996
5647,4,377.52,4,330.0,-0.8031663789343888,752.21,752.21,203.4,1.002652450996214,221.581149581818,255.85987271681873,255.85987271681873,1510.08,49098.20585000001,65464.274466666684,65464.274466666684
6362,5,216.66666666666666,3,312.8,-1.5000000000000002,79.5,312.8,79.5,-0.5481870829582832,99.56580180407775,121.94270512553564,121.94270512553564,650.0,9913.348888888891,14870.023333333336,14870.023333333336
5588,3,317.56,1,317.56,NaN,317.56,317.56,317.56,NaN,0.0,NaN,NaN,317.56,0.0,NaN,NaN
2516,5,163.33666666666667,3,232.39,-1.5000000000000013,5.0,252.62,5.0,-0.6899250619693955,112.26512736474413,137.4961389760939,137.4961389760939,490.01,12603.458822222221,18905.18823333333,18905.18823333333
3581,1,77.7,2,62.7,-2.0,92.7,92.7,62.7,0.0,15.0,21.213203435596427,21.213203435596427,155.4,225.0,450.0,450.0
2367,2,1005.1,1,1005.1,NaN,1005.1,1005.1,1005.1,NaN,0.0,NaN,NaN,1005.1,0.0,NaN,NaN
4120,5,1182.0,1,1182.0,NaN,1182.0,1182.0,1182.0,NaN,0.0,NaN,NaN,1182.0,0.0,NaN,NaN
3788,2,167.47,1,167.47,NaN,167.47,167.47,167.47,NaN,0.0,NaN,NaN,167.47,0.0,NaN,NaN
6080,1,147.06,1,147.06,NaN,147.06,147.06,147.06,NaN,0.0,NaN,NaN,147.06,0.0,NaN,NaN
1950,3,383.65,1,383.65,NaN,383.65,383.65,383.65,NaN,0.0,NaN,NaN,383.65,0.0,NaN,NaN
1179,5,146.5622222222222,9,168.54,0.6905047216790474,208.19,320.4,77.4,1.287899528843866,73.70513185476568,78.17609781413015,78.17609781413015,1319.06,5432.446461728396,6111.502269444445,6111.502269444445
5831,4,883.68,4,2805.28,-0.7077619681742413,3.4,2805.28,3.4,1.0935206173444842,1119.1274061517752,1292.25701839843,1292.25701839843,3534.72,1252446.1512000002,1669928.2016000003,1669928.2016000003
5005,5,123.75,1,123.75,NaN,123.75,123.75,123.75,NaN,0.0,NaN,NaN,123.75,0.0,NaN,NaN
6414,6,249.74,2,190.54,-2.0000000000000018,308.94,308.94,190.54,0.0,59.2,83.72144289248723,83.72144289248723,499.48,3504.6400000000003,7009.280000000001,7009.280000000001
1278,3,483.045,2,489.1,-1.999999999999997,476.99,489.1,476.99,5.121152917040673E-16,6.055000000000007,8.563063120169101,8.563063120169101,966.09,36.66302500000008,73.32605000000017,73.32605000000017
5481,3,279.9,2,447.71,-2.0,112.09,447.71,112.09,0.0,167.81,237.31917790182908,237.31917790182908,559.8,28160.1961,56320.3922,56320.3922
6007,1,222.35,3,207.15,-1.4999999999999993,98.55,361.35,98.55,0.2086529790305263,107.82467250124157,132.0577146553733,132.0577146553733,667.05,11626.159999999998,17439.239999999998,17439.239999999998
4501,3,404.36,2,433.0,-1.9999999999999993,375.72,433.0,375.72,0.0,28.639999999999986,40.503076426365425,40.503076426365425,808.72,820.2495999999992,1640.4991999999984,1640.4991999999984
5896,6,369.8866666666666,3,461.9,-1.4999999999999996,337.4,461.9,310.36,0.6191162799860129,65.9930831392368,80.82469012209903,80.82469012209903,1109.6599999999999,4355.087022222221,6532.630533333331,6532.630533333331
5918,1,265.03,2,236.44,-2.0,293.62,293.62,236.44,0.0,28.590000000000003,40.432365748246795,40.432365748246795,530.06,817.3881000000002,1634.7762000000005,1634.7762000000005
4546,5,517.05,1,517.05,NaN,517.05,517.05,517.05,NaN,0.0,NaN,NaN,517.05,0.0,NaN,NaN
5805,4,137.7516666666667,6,532.21,0.40700858835403775,41.0,532.21,1.45,1.4147307374269513,186.92174346649873,204.7625107695905,204.7625107695905,826.5100000000001,34939.738180555556,41927.68581666667,41927.68581666667
5529,4,353.09,1,353.09,NaN,353.09,353.09,353.09,NaN,0.0,NaN,NaN,353.09,0.0,NaN,NaN
4098,1,19.5,1,19.5,NaN,19.5,19.5,19.5,NaN,0.0,NaN,NaN,19.5,0.0,NaN,NaN
3977,4,135.51,1,135.51,NaN,135.51,135.51,135.51,NaN,0.0,NaN,NaN,135.51,0.0,NaN,NaN
2870,2,114.94,1,114.94,NaN,114.94,114.94,114.94,NaN,0.0,NaN,NaN,114.94,0.0,NaN,NaN
4663,4,260.63,1,260.63,NaN,260.63,260.63,260.63,NaN,0.0,NaN,NaN,260.63,0.0,NaN,NaN
4732,4,174.71,1,174.71,NaN,174.71,174.71,174.71,NaN,0.0,NaN,NaN,174.71,0.0,NaN,NaN
1980,4,269.16,1,269.16,NaN,269.16,269.16,269.16,NaN,0.0,NaN,NaN,269.16,0.0,NaN,NaN
2062,5,189.825,2,371.69,-1.9999999999999998,7.96,371.69,7.96,0.0,181.865,257.19594952098294,257.19594952098294,379.65,33074.878225,66149.75645,66149.75645
4183,2,388.28,1,388.28,NaN,388.28,388.28,388.28,NaN,0.0,NaN,NaN,388.28,0.0,NaN,NaN
3720,3,406.74,1,406.74,NaN,406.74,406.74,406.74,NaN,0.0,NaN,NaN,406.74,0.0,NaN,NaN
2600,6,367.75,2,729.6,-2.0,5.9,729.6,5.9,0.0,361.85,511.73317754470446,511.73317754470446,735.5,130935.42250000002,261870.84500000003,261870.84500000003
6257,6,173.015,2,40.0,-1.999999999999998,306.03,306.03,40.0,-3.957293609416087E-16,133.015,188.11161699905722,188.11161699905722,346.03,17692.990224999998,35385.980449999995,35385.980449999995
4916,1,110.21,1,110.21,NaN,110.21,110.21,110.21,NaN,0.0,NaN,NaN,110.21,0.0,NaN,NaN
3333,2,388.58,1,388.58,NaN,388.58,388.58,388.58,NaN,0.0,NaN,NaN,388.58,0.0,NaN,NaN
6337,6,4557.6,1,4557.6,NaN,4557.6,4557.6,4557.6,NaN,0.0,NaN,NaN,4557.6,0.0,NaN,NaN
5564,1,156.265,2,309.53,-1.9999999999999978,3.0,309.53,3.0,5.173698985314784E-16,153.265,216.7494416371124,216.7494416371124,312.53,23490.160224999996,46980.32044999999,46980.32044999999
4994,3,326.4,1,326.4,NaN,326.4,326.4,326.4,NaN,0.0,NaN,NaN,326.4,0.0,NaN,NaN
4128,1,445.56,1,445.56,NaN,445.56,445.56,445.56,NaN,0.0,NaN,NaN,445.56,0.0,NaN,NaN
2696,5,159.65,1,159.65,NaN,159.65,159.65,159.65,NaN,0.0,NaN,NaN,159.65,0.0,NaN,NaN
1599,3,237.6,1,237.6,NaN,237.6,237.6,237.6,NaN,0.0,NaN,NaN,237.6,0.0,NaN,NaN
6819,6,77.5,1,77.5,NaN,77.5,77.5,77.5,NaN,0.0,NaN,NaN,77.5,0.0,NaN,NaN
2503,5,7.785,2,1.67,-2.000000000000003,13.9,13.9,1.67,4.971881880411844E-16,6.115,8.647915933911476,8.647915933911476,15.57,37.393225,74.78645,74.78645
3357,6,8.5,1,8.5,NaN,8.5,8.5,8.5,NaN,0.0,NaN,NaN,8.5,0.0,NaN,NaN
1936,3,7.5,1,7.5,NaN,7.5,7.5,7.5,NaN,0.0,NaN,NaN,7.5,0.0,NaN,NaN
2277,2,14.85,1,14.85,NaN,14.85,14.85,14.85,NaN,0.0,NaN,NaN,14.85,0.0,NaN,NaN
1802,4,381.0075,4,426.56,-1.1251253175347948,29.75,1050.32,17.4,0.7035569669330759,420.0138385443389,484.9902054938841,484.9902054938841,1524.03,176411.62456874998,235215.49942499996,235215.49942499996
1306,1,473.39,1,473.39,NaN,473.39,473.39,473.39,NaN,0.0,NaN,NaN,473.39,0.0,NaN,NaN
5865,4,110.42142857142856,7,164.25,-1.4276198868094379,6.95,221.04,6.95,-0.08840275559518877,75.63721352210004,81.69752799780652,81.69752799780652,772.9499999999999,5720.988069387754,6674.486080952379,6674.486080952379
3795,4,147.4,1,147.4,NaN,147.4,147.4,147.4,NaN,0.0,NaN,NaN,147.4,0.0,NaN,NaN
6113,5,1317.838,5,3794.4,0.016517501527455458,311.0,3794.4,311.0,1.3197000151092735,1269.5298756374345,1419.377550696079,1419.377550696079,6589.19,1611706.105136,2014632.6314200002,2014632.6314200002
5977,4,320.00500000000005,6,346.8,-0.3353705135066103,18.0,809.07,18.0,0.8285267907338573,254.4762836199083,278.76480177741234,278.76480177741234,1920.0300000000002,64758.17892500001,77709.81471,77709.81471
6089,4,416.59800000000007,5,332.1,-0.5297981010400177,465.6,946.74,1.45,0.5318543478742739,306.3525557523554,342.5125698715304,342.5125698715304,2082.9900000000002,93851.888416,117314.86052,117314.86052
2843,4,300.87,1,300.87,NaN,300.87,300.87,300.87,NaN,0.0,NaN,NaN,300.87,0.0,NaN,NaN
6577,5,270.19,1,270.19,NaN,270.19,270.19,270.19,NaN,0.0,NaN,NaN,270.19,0.0,NaN,NaN
5987,3,402.70200000000006,5,173.39,-0.5447038261548309,64.15,969.74,64.15,0.8495302801816748,313.96839238369205,351.02733407813133,351.02733407813133,2013.5100000000002,98576.15141600001,123220.18927000002,123220.18927000002
3027,3,173.39,1,173.39,NaN,173.39,173.39,173.39,NaN,0.0,NaN,NaN,173.39,0.0,NaN,NaN
2629,5,211.8,1,211.8,NaN,211.8,211.8,211.8,NaN,0.0,NaN,NaN,211.8,0.0,NaN,NaN
5778,3,482.81500000000005,2,364.91,-2.000000000000001,600.72,600.72,364.91,0.0,117.905,166.74285007159978,166.74285007159978,965.6300000000001,13901.589025000001,27803.178050000002,27803.178050000002
5413,4,112.08,1,112.08,NaN,112.08,112.08,112.08,NaN,0.0,NaN,NaN,112.08,0.0,NaN,NaN
6541,3,15.0,1,15.0,NaN,15.0,15.0,15.0,NaN,0.0,NaN,NaN,15.0,0.0,NaN,NaN
5992,4,543.69,2,833.44,-2.0,253.94,833.44,253.94,0.0,289.75,409.7683796976043,409.7683796976043,1087.38,83955.0625,167910.125,167910.125
6443,2,335.0299999999999,5,241.86,-0.025090327220534725,39.8,1109.34,30.6,1.2907283058493622,398.67630809969125,445.73366296477985,445.73366296477985,1675.1499999999996,158942.79863999996,198678.49829999995,198678.49829999995
1776,4,160.05,1,160.05,NaN,160.05,160.05,160.05,NaN,0.0,NaN,NaN,160.05,0.0,NaN,NaN
3072,4,318.23,1,318.23,NaN,318.23,318.23,318.23,NaN,0.0,NaN,NaN,318.23,0.0,NaN,NaN
6704,4,97.5,1,97.5,NaN,97.5,97.5,97.5,NaN,0.0,NaN,NaN,97.5,0.0,NaN,NaN
3726,4,381.40999999999997,2,401.5,-1.9999999999999996,361.32,401.5,361.32,0.0,20.090000000000003,28.411550468075486,28.411550468075486,762.8199999999999,403.60810000000015,807.2162000000003,807.2162000000003
5958,1,278.65,1,278.65,NaN,278.65,278.65,278.65,NaN,0.0,NaN,NaN,278.65,0.0,NaN,NaN
6196,2,215.25500000000002,2,424.16,-1.9999999999999978,6.35,424.16,6.35,4.086143528628925E-16,208.905,295.43628424755144,295.43628424755144,430.51000000000005,43641.299025,87282.59805,87282.59805
2047,6,341.7,1,341.7,NaN,341.7,341.7,341.7,NaN,0.0,NaN,NaN,341.7,0.0,NaN,NaN
5971,3,304.89666666666665,6,250.68,-0.9198780374646267,436.2,530.37,71.0,0.022791737478006013,147.49244168958475,161.56987474980187,161.56987474980187,1829.3799999999999,21754.020355555556,26104.824426666666,26104.824426666666
3593,3,242.03,1,242.03,NaN,242.03,242.03,242.03,NaN,0.0,NaN,NaN,242.03,0.0,NaN,NaN
6106,2,915.3425,4,2597.4,-0.8199992748112792,213.45,2597.4,126.62,0.9860307563882014,997.585075028065,1151.9120232140128,1151.9120232140128,3661.37,995175.9819187501,1326901.3092250002,1326901.3092250002
6810,4,2865.3133333333335,9,2099.7,2.7283559253725818,3825.36,13031.5,25.74,1.9827485341556803,3808.91242029941,4039.9617020090673,4039.9617020090673,25787.820000000003,1.450781382551111E7,1.6321290553699998E7,1.6321290553699998E7
5703,3,359.01200000000006,5,983.3,-0.36918462604348834,1.45,983.3,1.45,0.9668554347306978,337.59155850820673,377.4388367272239,377.4388367272239,1795.0600000000002,113968.06037599998,142460.07546999998,142460.07546999998
6689,4,300.7,1,300.7,NaN,300.7,300.7,300.7,NaN,0.0,NaN,NaN,300.7,0.0,NaN,NaN
3608,4,600.0,1,600.0,NaN,600.0,600.0,600.0,NaN,0.0,NaN,NaN,600.0,0.0,NaN,NaN
3432,3,784.45,1,784.45,NaN,784.45,784.45,784.45,NaN,0.0,NaN,NaN,784.45,0.0,NaN,NaN
1994,6,165.9,1,165.9,NaN,165.9,165.9,165.9,NaN,0.0,NaN,NaN,165.9,0.0,NaN,NaN
2158,1,303.49,1,303.49,NaN,303.49,303.49,303.49,NaN,0.0,NaN,NaN,303.49,0.0,NaN,NaN
5715,3,148.6275,4,171.01,-0.7680975790497229,5.9,213.6,5.9,-1.0378973404392469,83.90419398784546,96.88421797004231,96.88421797004231,594.51,7039.9137687500015,9386.55169166667,9386.55169166667
6353,4,157.415,2,305.28,-2.000000000000002,9.55,305.28,9.55,-5.761478729778022E-16,147.86499999999998,209.11268840029766,209.11268840029766,314.83,21864.058224999993,43728.11644999999,43728.11644999999
6542,6,265.695,2,115.15,-1.9999999999999996,416.24,416.24,115.15,0.0,150.54500000000002,212.9027807474576,212.9027807474576,531.39,22663.797025000003,45327.59405000001,45327.59405000001
6239,3,234.14249999999998,4,298.43,-1.7496870217526466,351.52,351.52,121.38,0.03665208988512555,94.03894947706507,108.58682558978627,108.58682558978627,936.5699999999999,8843.324018749998,11791.098691666664,11791.098691666664
3750,5,232.01500000000001,2,194.12,-2.000000000000001,269.91,269.91,194.12,0.0,37.89500000000001,53.59162294612845,53.59162294612845,464.03000000000003,1436.0310250000007,2872.0620500000014,2872.0620500000014
4715,5,55.47,2,100.44,-2.0000000000000004,10.5,100.44,10.5,0.0,44.97,63.597183899918086,63.597183899918086,110.94,2022.3009,4044.6018,4044.6018
5301,5,432.825,2,378.7,-2.0,486.95,486.95,378.7,0.0,54.125,76.54430906344378,76.54430906344378,865.65,2929.515625,5859.03125,5859.03125
2997,3,191.084,5,554.62,-0.5792537777394657,179.0,554.62,3.75,0.8557821214370053,201.4057765407934,225.17850370317325,225.17850370317325,955.4200000000001,40564.286824,50705.358530000005,50705.358530000005
5201,1,388.98,1,388.98,NaN,388.98,388.98,388.98,NaN,0.0,NaN,NaN,388.98,0.0,NaN,NaN
3605,2,220.95,1,220.95,NaN,220.95,220.95,220.95,NaN,0.0,NaN,NaN,220.95,0.0,NaN,NaN
4423,6,345.3,1,345.3,NaN,345.3,345.3,345.3,NaN,0.0,NaN,NaN,345.3,0.0,NaN,NaN
2698,6,282.12,1,282.12,NaN,282.12,282.12,282.12,NaN,0.0,NaN,NaN,282.12,0.0,NaN,NaN
6382,2,1080.65,1,1080.65,NaN,1080.65,1080.65,1080.65,NaN,0.0,NaN,NaN,1080.65,0.0,NaN,NaN
3102,2,793.88,1,793.88,NaN,793.88,793.88,793.88,NaN,0.0,NaN,NaN,793.88,0.0,NaN,NaN
6230,2,5.8,1,5.8,NaN,5.8,5.8,5.8,NaN,0.0,NaN,NaN,5.8,0.0,NaN,NaN
3993,2,241.95,1,241.95,NaN,241.95,241.95,241.95,NaN,0.0,NaN,NaN,241.95,0.0,NaN,NaN
6386,4,1200.6999999999998,2,2388.2,-2.0,13.2,2388.2,13.2,0.0,1187.5,1679.3786053180504,1679.3786053180504,2401.3999999999996,1410156.25,2820312.5,2820312.5
2209,4,65.25,1,65.25,NaN,65.25,65.25,65.25,NaN,0.0,NaN,NaN,65.25,0.0,NaN,NaN
4505,5,318.65,1,318.65,NaN,318.65,318.65,318.65,NaN,0.0,NaN,NaN,318.65,0.0,NaN,NaN
2418,4,159.17000000000002,2,305.24,-1.9999999999999978,13.1,305.24,13.1,5.976501570279328E-16,146.07,206.574175055838,206.574175055838,318.34000000000003,21336.4449,42672.8898,42672.8898
2195,6,241.0,1,241.0,NaN,241.0,241.0,241.0,NaN,0.0,NaN,NaN,241.0,0.0,NaN,NaN
6207,3,151.74,1,151.74,NaN,151.74,151.74,151.74,NaN,0.0,NaN,NaN,151.74,0.0,NaN,NaN
6269,1,281.41999999999996,2,303.94,-1.9999999999999993,258.9,303.94,258.9,0.0,22.52000000000001,31.848089424642115,31.848089424642115,562.8399999999999,507.15040000000045,1014.3008000000009,1014.3008000000009
1763,3,336.95799999999997,5,1024.08,-0.15429396605057466,10.9,1024.08,10.9,1.1791808522638447,359.6171902676511,402.0642416579718,402.0642416579718,1684.79,129324.52353599998,161655.65441999998,161655.65441999998
2327,3,499.22666666666663,3,446.31,-1.5000000000000002,26.02,1025.35,26.02,0.19159056823812495,409.6870695488882,501.76213730545004,501.76213730545004,1497.6799999999998,167843.49495555554,251765.2424333333,251765.2424333333
5601,5,641.2133333333333,3,244.7,-1.4999999999999993,285.88,1393.06,244.7,0.7039293550316396,531.9016235692043,651.4437855512425,651.4437855512425,1923.6399999999999,282919.3371555555,424379.00573333324,424379.00573333324
3979,4,569.34,1,569.34,NaN,569.34,569.34,569.34,NaN,0.0,NaN,NaN,569.34,0.0,NaN,NaN
6869,5,92.8,1,92.8,NaN,92.8,92.8,92.8,NaN,0.0,NaN,NaN,92.8,0.0,NaN,NaN
5002,4,219.03,1,219.03,NaN,219.03,219.03,219.03,NaN,0.0,NaN,NaN,219.03,0.0,NaN,NaN
5600,3,449.12,1,449.12,NaN,449.12,449.12,449.12,NaN,0.0,NaN,NaN,449.12,0.0,NaN,NaN
2999,2,300.76,1,300.76,NaN,300.76,300.76,300.76,NaN,0.0,NaN,NaN,300.76,0.0,NaN,NaN
6321,3,149.67000000000002,2,68.16,-2.0000000000000004,231.18,231.18,68.16,0.0,81.51,115.27254746903098,115.27254746903098,299.34000000000003,6643.880100000001,13287.760200000002,13287.760200000002
3114,4,140.37,1,140.37,NaN,140.37,140.37,140.37,NaN,0.0,NaN,NaN,140.37,0.0,NaN,NaN
6824,4,237.0,1,237.0,NaN,237.0,237.0,237.0,NaN,0.0,NaN,NaN,237.0,0.0,NaN,NaN
