counterparty_country,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
MEX,16,268.7459259259259,54,395.16,6.967143456231804,12.75,1696.4,2.1,2.470494031650865,321.93490871613875,324.95783802871455,324.95783802871455,14512.28,103642.08545006858,105597.59649629629,105597.59649629629
CHE,1,733.0015254237284,59,22.2,34.80686283796442,3.75,16726.84,3.75,5.838452591762365,2353.6889129538936,2373.892621829949,2373.892621829949,43247.089999999975,5539851.498962081,5635366.179978669,5635366.179978669
RUS,8,924.5957352941175,68,204.87,60.80626333186988,12.75,38970.0,2.1,7.86171917140252,4687.752580676812,4722.606239601533,4722.606239601533,62872.50999999999,2.1975024257642105E7,2.230300969432333E7,2.230300969432333E7
TUR,4,310.8545,60,794.66,7.453926070153614,12.54,1658.16,3.75,2.349998087260305,304.4556574468878,307.02494905206606,307.02494905206606,18651.269999999997,92693.24735141669,94264.31934042375,94264.31934042375
NLD,2,547.5400000000001,63,306.4,11.598237764374149,23.14,5292.72,2.1,3.456697936942945,1023.0298036745309,1031.2470425373037,1031.2470425373037,34495.020000000004,1046589.9792063491,1063470.4627419354,1063470.4627419354
IND,6,266.6050000000001,64,25.2,37.891709406548436,5.25,3527.64,2.75,5.731051684371778,456.2529622712054,459.85976118329324,459.85976118329324,17062.720000000005,208166.76558124996,211470.9999555555,211470.9999555555
ZAF,6,435.71220588235303,68,58.2,14.597604627461678,664.86,3895.86,4.25,3.6461651277087355,647.6474173381996,652.4627060717452,652.4627060717452,29628.430000000008,419447.17718484014,425707.5828144646,425707.5828144646
NLD,9,384.9736842105263,57,163.2,4.414737518477664,6.29,2076.0,6.29,2.025916101635589,416.6692207850065,420.3730200311537,420.3730200311537,21943.5,173613.23954958448,176713.47597011278,176713.47597011278
CAN,5,293.48635135135135,74,301.12,12.668146011175258,238.0,2198.13,6.2,3.2521269178429297,365.65247347489526,368.1484237707139,368.1484237707139,21717.989999999998,133701.73135830899,135533.26192486114,135533.26192486114
USA,23,404.16125000000017,40,134.55,6.563530958046504,17.5,2016.78,5.0,2.230806790044719,374.85240817678834,379.6277906067489,379.6277906067489,16166.450000000006,140514.32791593752,144117.25940096157,144117.25940096157
GBR,23,513.48,30,1262.85,15.82244125451961,2.5,5513.32,2.5,3.930395240758405,1028.375333721432,1045.9556727305614,1045.9556727305614,15404.4,1057555.8270066667,1094023.2693172414,1094023.2693172414
FIN,2,498.81046153846137,65,207.5,10.857957424747378,7.5,4146.34,1.67,3.0110761739844576,697.6675042242946,703.0969052085538,703.0969052085538,32422.67999999999,486739.94645055616,494345.2581138461,494345.2581138461
AUS,14,436.6877777777777,54,650.1,10.443680680202439,16.59,2945.5,2.12,2.867083900652571,499.502043345343,504.19230627626223,504.19230627626223,23581.139999999996,249502.29130617293,254209.8817081762,254209.8817081762
CHN,18,352.875,48,193.09,7.905732526255218,29.25,2449.79,2.1,2.7621128427465917,482.22717966569786,487.3302548951482,487.3302548951482,16938.0,232543.05280833322,237490.7773361701,237490.7773361701
CAN,19,390.5312903225805,62,76.32,16.151448093588236,80.0,4418.0,2.16,3.8483500219997273,728.0715413923497,734.0150811634302,734.0150811634302,24212.93999999999,530088.1693854319,538778.1393753571,538778.1393753571
DEU,1,410.196923076923,65,855.86,37.15996507510294,16.5,7298.76,1.87,5.818360991225394,968.1420573527151,975.6763504182032,975.6763504182032,26662.799999999996,937299.0432151479,951944.3407653846,951944.3407653846
AUS,13,257.5626829268293,41,1206.72,4.358534197676187,39.9,1206.72,7.62,1.90727889754276,254.15727327034443,257.31462753819875,257.31462753819875,10560.070000000003,64595.91955621654,66210.81754512196,66210.81754512196
CHN,26,329.6261363636363,44,419.4,1.11153330434313,987.14,1209.8,11.9,1.2987318048015128,305.8757911177191,309.41204491080816,309.41204491080816,14503.549999999997,93559.9995918905,95735.81353588795,95735.81353588795
CAN,24,265.48875000000004,32,172.8,0.965760164347298,119.34,863.89,1.0,0.9685042720598008,194.5506854066248,197.6636940369237,197.6636940369237,8495.640000000001,37849.9691921875,39070.935940322575,39070.935940322575
CHE,9,367.43379310344824,58,371.7,16.903018020388128,12.75,2618.89,12.75,3.733788472086678,397.81296891546464,401.28738395593996,401.28738395593996,21311.159999999996,158255.15823733644,161031.56452220198,161031.56452220198
CHE,21,596.6791666666669,48,114.6,13.930438370781747,8.3,6936.52,1.25,3.810940106417113,1268.070793996457,1281.4899062549548,1281.4899062549548,28640.600000000013,1608003.5385868049,1642216.3798333327,1642216.3798333327
FRA,22,326.81272727272744,55,222.6,1.7587414761070965,1.66,1261.09,1.66,1.4415408110745525,300.5145119197743,303.2842894751132,303.2842894751132,17974.700000000008,90308.97187438018,91981.36024242426,91981.36024242426
MEX,9,254.5842857142857,42,57.6,4.673018425904965,7.5,1381.3,3.25,1.9104214436653917,274.7988165925761,278.1298329578916,278.1298329578916,10692.539999999999,75514.38960068028,77356.20398118469,77356.20398118469
GBR,15,537.9565909090909,44,171.05,6.846180489340698,2.55,4050.61,2.55,2.6684379704196686,850.4120821667553,860.2437623407956,860.2437623407956,23670.09,723200.7094951962,740019.3306462473,740019.3306462473
NOR,16,340.9385714285714,42,750.64,3.563460939398065,4.95,1696.4,1.06,1.8132228499636998,360.4684757933991,364.8379501853808,364.8379501853808,14319.419999999998,129937.52204081633,133106.7298954704,133106.7298954704
MEX,19,206.23063829787233,47,947.19,3.0217831228604153,17.85,947.19,6.8,1.6488571076313883,195.77063079678553,197.8871315587253,197.8871315587253,9692.84,38326.139882571304,39159.316836540245,39159.316836540245
ESP,21,325.59614035087714,57,302.0,3.3348479283025414,3.75,1542.08,3.3,1.9896626890722642,358.58977109781074,361.7772984159216,361.7772984159216,18558.979999999996,128586.62393598031,130882.81364912282,130882.81364912282
FIN,25,575.7034090909094,44,417.69,7.904322309469091,11.9,4161.06,5.44,2.85300338565253,873.9983185363042,884.102681022082,884.102681022082,25330.950000000015,763873.0608042871,781637.5505904333,781637.5505904333
TUR,23,378.48224999999996,40,354.64,1.393725735439153,2.1,1245.81,2.1,1.168787891098216,264.9607773755155,268.33620998127583,268.33620998127583,15139.289999999999,70204.21354743748,72004.32158711537,72004.32158711537
IND,25,284.52750000000003,52,581.66,-0.15645654668455755,5.98,893.46,1.65,0.8425596062791657,247.13979274332067,249.55096977017593,249.55096977017593,14795.43,61078.0771572115,62275.686513235254,62275.686513235254
ITA,29,581.4169444444447,36,425.5,9.614503149723136,6.75,3633.58,6.75,3.1875717935646035,787.2806711707059,798.448330686533,798.448330686533,20931.010000000006,619810.8551989971,637519.7367761113,637519.7367761113
USA,30,476.5316216216217,37,794.06,3.0070577450144595,13.61,2242.32,4.56,1.9344631378668364,565.5185200805781,573.3191440226403,573.3191440226403,17631.670000000002,319811.1965541272,328694.840902853,328694.840902853
FRA,5,354.84723404255317,47,351.43,0.6315571851128672,1100.44,1263.72,3.3,1.0955430007005589,325.1692801675612,328.6847259033848,328.6847259033848,16677.82,105735.06076468993,108033.64904218318,108033.64904218318
FIN,8,395.869552238806,67,48.8,8.132738835426581,36.15,2944.7,0.39,2.7081356620721277,545.7281538046423,549.846915283487,549.846915283487,26523.260000000002,297819.2178550233,302331.6302467661,302331.6302467661
ESP,12,432.02719298245614,57,212.6,9.165721841798192,12.48,3528.34,1.44,2.9964282607810215,718.382523360162,724.7682713725875,724.7682713725875,24625.55,516073.44986931374,525289.0471884086,525289.0471884086
FRA,20,450.50557692307694,52,383.52,14.338013215660713,36.6,4463.08,6.95,3.781793403023147,813.627997264327,821.5660193595688,821.5660193595688,23426.29,661990.5179323596,674970.7241663274,674970.7241663274
USA,4,337.99717391304335,46,388.72,11.001112063995174,11.8,2118.74,5.83,2.8803878264107783,359.2510847017786,363.2208304578668,363.2208304578668,15547.869999999995,129061.34185940452,131929.37167850242,131929.37167850242
USA,24,374.4425000000001,36,117.4,4.04975805027806,119.34,1648.73,5.8,1.8678799422372625,346.8307074974684,351.7505377343844,351.7505377343844,13479.930000000004,120291.53966319447,123728.4407964286,123728.4407964286
NOR,27,348.9714705882352,34,407.95,0.5235007215508611,78.96,1261.81,3.75,1.1457158364063396,325.8952664957071,330.7962222049166,330.7962222049166,11865.029999999997,106207.72472430796,109426.14062504456,109426.14062504456
RUS,24,304.52500000000003,26,432.9,0.5475484428321771,115.95,895.44,2.6,0.897316691921757,214.34485512208522,218.5897197811462,218.5897197811462,7917.650000000001,45943.7169173077,47781.46559400001,47781.46559400001
ESP,6,529.2945614035087,57,375.69,12.439035162817115,4.5,4414.88,4.15,3.4200170594189103,787.0893465747546,794.0858339154845,794.0858339154845,30169.79,619509.6394914741,630572.3116252505,630572.3116252505
MEX,6,306.5540000000001,70,50.4,28.151036223696927,61.2,3155.95,1.46,4.630738913331003,418.30558699318647,421.3258831610625,421.3258831610625,21458.780000000006,174979.5641097143,177515.49982144928,177515.49982144928
CHN,8,384.53283333333343,60,514.39,20.427059419811183,15.9,3500.5,1.65,3.9883538277428263,512.7729179604154,517.1001922982499,517.1001922982499,23071.970000000005,262936.0653936389,267392.60887488705,267392.60887488705
NLD,12,366.52562499999993,48,168.36,22.232867435655095,3.4,4314.72,2.1,4.468511808227932,674.2298257669829,681.3647316120108,681.3647316120108,17593.229999999996,454585.8579537761,464257.8974847075,464257.8974847075
ZAF,18,310.7571698113207,53,780.5,2.3647432828029293,7.83,1507.67,3.75,1.502536514644,320.1855181714298,323.2495642353976,323.2495642353976,16470.129999999997,102518.76604670701,104490.28077837445,104490.28077837445
DNK,29,841.8581818181818,33,170.05,22.36569494625322,41.6,13464.26,3.25,4.771342917365558,2349.936692143331,2386.3719919294517,2386.3719919294517,27781.32,5522202.457081541,5694771.283865339,5694771.283865339
USA,1,285.96573770491807,61,449.98,16.62496156655373,2.55,2474.74,2.5,3.5197017583799255,377.41563545612536,380.54776912348785,380.54776912348785,17443.910000000003,142442.5618867509,144816.6045848634,144816.6045848634
IND,14,444.4233333333333,51,151.66,15.56570926652039,1301.0,4090.28,1.65,3.6525370924206912,666.3523645900652,672.9828996866612,672.9828996866612,22665.589999999997,444025.47379477124,452905.9832706667,452905.9832706667
PRT,2,362.3327419354839,62,306.4,8.513064203363284,29.17,2370.04,4.25,2.5546374919308494,406.07318634488564,409.38812450109305,409.38812450109305,22464.63,164895.4326682882,167598.63648252244,167598.63648252244
USA,15,293.3177586206895,58,684.26,0.0015263978086532681,12.6,1045.28,0.79,0.8717926608364447,263.1492440123789,265.44753432146285,265.44753432146285,17012.429999999993,69247.52462428654,70462.3934773442,70462.3934773442
FRA,11,335.44836363636364,55,352.51,2.5696426816656075,60.45,1351.45,3.75,1.504103180549253,279.5926395361238,282.16958469819923,282.16958469819923,18449.66,78172.04408277686,79619.67452875421,79619.67452875421
AUS,23,325.7839534883721,43,224.75,0.9877339009029749,14.45,1114.52,12.95,0.9299684385987431,238.3231631399287,241.14365377883635,241.14365377883635,14008.710000000001,56797.93008902108,58150.2617578073,58150.2617578073
GRC,25,397.19061999999985,50,130.81,3.1186574423664135,5.34,2053.07,5.0,1.7056485905797683,434.8237031602987,439.23827017899094,439.23827017899094,19859.53099999999,189071.65283003557,192930.25798983223,192930.25798983223
GBR,27,304.98102564102567,39,564.05,19.35281786922765,25.26,2748.0,3.95,4.1157483285290475,450.5457884285935,456.4355258372082,456.4355258372082,11894.26,202991.50747074292,208333.38924628877,208333.38924628877
DNK,28,309.4436363636363,33,19.8,3.3648232531607603,41.0,1337.78,3.73,1.874030359794021,312.98931323433095,317.84215011954234,317.84215011954234,10211.639999999998,97962.31019889812,101023.63239261368,101023.63239261368
SWE,29,301.2803571428571,28,683.98,1.1985895221083283,10.5,1179.64,4.25,1.319808013685703,295.8494455013291,301.2783285156785,301.2783285156785,8435.849999999999,87526.8944034439,90768.63123320109,90768.63123320109
DNK,1,276.8192592592593,54,855.86,4.403859119133598,25.4,1441.2,4.95,2.1361201528300104,311.293499800381,314.2165075882398,314.2165075882398,14948.240000000002,96903.6430179698,98732.01364095036,98732.01364095036
TUR,12,430.6142105263159,57,214.24,16.050666340682895,12.45,3840.88,0.85,3.6622041781741115,607.490855407161,612.8908803191508,612.8908803191508,24545.010000000006,369045.1394033242,375635.23117838363,375635.23117838363
CAN,12,553.2966666666666,57,110.1,41.60655801163598,8.2,8915.52,3.3,6.29092663267248,1177.940539708558,1188.4113282029882,1188.4113282029882,31537.91,1387543.915088889,1412321.4850011903,1412321.4850011903
DNK,23,554.3409375,32,847.85,22.314550804013976,18.96,5513.32,1.65,4.70186453393273,929.7678238388313,944.6450536657786,944.6450536657786,17738.91,864468.206245996,892354.2774152218,892354.2774152218
DNK,26,452.24377777777795,45,326.4,14.612634651108632,6.42,4345.1,2.07,3.7738372026041715,781.9130503501978,790.748506506476,790.748506506476,20350.97000000001,611388.0183079508,625283.2005422224,625283.2005422224
GRC,30,456.2612820512819,39,112.75,8.981112882469048,55.35,3226.13,8.85,3.0862103062833692,649.0165821048598,657.5008190916631,657.5008190916631,17794.189999999995,421222.52384707425,432307.3271062078,432307.3271062078
JPN,3,293.40600000000006,40,294.25,1.8761703117404105,27.98,1192.2,5.45,1.4439676771832068,280.3290022705464,283.9002163346689,283.9002163346689,11736.240000000002,78584.34951400002,80599.3328348718,80599.3328348718
ITA,10,465.44710526315794,38,114.45,5.770800788731471,102.0,2613.36,39.95,2.5253116287924544,602.7347370806878,610.8254982549607,610.8254982549607,17686.99,363289.1632837258,373107.7893184211,373107.7893184211
SWE,13,301.1308823529412,34,1.9,-0.6027691988731156,18.0,814.83,1.9,0.5488883072696634,213.73453242099518,216.94876590216083,216.94876590216083,10238.450000000003,45682.45034922144,47066.76702647058,47066.76702647058
SWE,16,413.949,60,190.35,39.83259431635664,21.5,6930.0,2.1,6.068430072149407,915.9020364731517,923.6313046142328,923.6313046142328,24836.940000000002,838876.5404156665,853094.7868633897,853094.7868633897
CHN,19,381.84904761904767,42,315.56,14.807536449686761,97.58,2919.51,2.1,3.4371091065222434,487.46474883933695,493.37362820072684,493.37362820072684,16037.660000000002,237621.88136099785,243417.53700394902,243417.53700394902
ZAF,5,310.19647887323947,71,5.9,1.1665860398787382,8.2,1186.48,1.95,1.2736109248040492,266.8458348148313,268.74511739404466,268.74511739404466,22023.95,71206.69955802422,72223.93812313885,72223.93812313885
SWE,12,287.822,45,0.85,3.076006521072048,23.1,1324.3,0.85,1.8531401755358932,312.5035434223996,316.0347689919864,316.0347689919864,12951.99,97658.4646515556,99877.97521181822,99877.97521181822
SWE,22,456.5265999999999,50,603.42,19.70593348782543,66.28,3744.0,4.15,3.916569727152152,567.7298784795812,573.4937813644663,573.4937813644663,22826.329999999994,322317.21491844,328895.11726371426,328895.11726371426
BRA,6,296.49175675675684,74,129.4,36.87437270876271,4.25,3200.28,0.72,5.456440147915767,394.64382604584495,397.33767183061786,397.33767183061786,21940.390000000007,155743.74943610313,157877.22545577577,157877.22545577577
RUS,17,496.12378378378384,37,190.55,24.57075272454708,4.95,6068.06,3.3,4.869782581363184,986.2499801263352,999.8540707699726,999.8540707699726,18356.58,972689.0232991967,999708.1628352855,999708.1628352855
ZAF,29,378.44314285714285,35,353.43,13.988512888482898,59.4,3243.13,1.65,3.5793727705266627,584.0861468250891,592.6134029463025,592.6134029463025,13245.51,341156.6269129796,351190.64535159664,351190.64535159664
JPN,31,572.6437037037037,27,1463.47,8.379896384543953,8.8,3962.85,5.85,2.7942002943053352,817.335556427773,832.9052517596655,832.9052517596655,15461.380000000001,668037.4118010973,693731.1584088318,693731.1584088318
PRT,5,292.63685714285714,70,552.24,6.4855268458177715,55.3,1668.2,3.3,2.2269449295508172,290.6001008629402,292.6983237849186,292.6983237849186,20484.579999999998,84448.41862155103,85672.30874650105,85672.30874650105
PRT,23,441.3897368421053,38,344.88,7.90826676916074,80.0,3211.7,4.41,2.716670615877954,634.6345154433659,643.1534807219763,643.1534807219763,16772.81,402760.96819203586,413646.3997647936,413646.3997647936
GBR,4,553.4593617021276,47,307.3,37.94398460646098,35.4,10992.96,6.35,6.178063784790566,1576.292538940938,1593.334034624586,1593.334034624586,26012.589999999997,2484698.168320868,2538713.3458930613,2538713.3458930613
DNK,30,334.1127272727273,33,269.3,10.986438269438251,8.85,2541.15,1.65,3.277976219121352,490.65570962077993,498.26322855164074,498.26322855164074,11025.720000000001,240743.0253834711,248266.2449267046,248266.2449267046
DNK,19,379.6623529411765,34,31.62,25.37159641688206,44.4,5639.52,2.1,5.076274289486786,943.9318493098547,958.1271097557157,958.1271097557157,12908.52,891007.3361415223,918007.5584488412,918007.5584488412
MEX,21,465.8504838709678,62,842.9,2.9956421387469865,4.25,2396.33,0.4,1.859913952759652,540.8667222971621,545.2820341066026,545.2820341066026,28882.730000000003,292536.8112884755,297332.4967194341,297332.4967194341
JPN,11,1069.3960714285718,56,153.9,14.883782546541084,8000.0,15160.9,6.35,3.788634061476792,2606.0170131082355,2629.601358194936,2629.601358194936,59886.180000000015,6791324.672609569,6914803.303020651,6914803.303020651
FRA,18,410.1354385964913,57,138.35,6.012238654240008,5.9,2271.62,5.9,2.3482442986505,443.0992632644624,447.03800084185144,447.03800084185144,23377.720000000005,196336.95710550935,199842.97419667916,199842.97419667916
RUS,25,296.53140350877203,57,303.8,40.43636360293891,71.4,4091.46,4.1,6.139821409326135,538.0947133170745,542.8778715013646,542.8778715013646,16902.290000000005,289545.9204997845,294716.3833658521,294716.3833658521
RUS,29,313.64740740740746,27,203.35,6.816103195508179,7.5,1622.41,1.25,2.3194831646824308,327.24156466046094,333.4752974543253,333.4752974543253,8468.480000000001,107087.04164142664,111205.77401225074,111205.77401225074
RUS,19,508.81075,40,315.56,7.524336727762199,16.85,3648.6,3.75,2.8137115125570578,784.1908425230032,794.1809375295536,794.1809375295536,20352.43,614955.2774969375,630723.3615353206,630723.3615353206
BRA,20,494.59509803921566,51,339.72,16.751570549703185,10.2,4463.08,4.95,3.7515455348403752,713.7240440426525,720.8259507436522,720.8259507436522,25224.35,509402.01104459824,519590.0512654902,519590.0512654902
USA,20,419.25640000000016,50,289.74,8.488508389647711,80.0,2756.84,14.4,2.773291892629581,507.37694375192103,512.5281107781269,512.5281107781269,20962.820000000007,257431.36305104,262685.06433779595,262685.06433779595
GRC,1,401.67240000000015,75,204.0,39.54309558141191,7.65,5500.38,2.55,5.751053827652304,679.4009895701555,683.9761321026151,683.9761321026151,30125.43000000001,461585.7046289066,467823.349286054,467823.349286054
ESP,5,333.6517647058823,68,1526.92,2.2758031109014087,15.0,1526.92,2.95,1.41153897769808,317.21431162052863,319.57281481219366,319.57281481219366,22688.319999999996,100624.91949688585,102126.78396698862,102126.78396698862
AUS,7,318.35964285714283,56,326.4,24.05894501058194,1.65,2640.0,1.65,4.4061469573931005,373.7001101626634,377.0820805460809,377.0820805460809,17828.14,139651.77233558675,142190.89546896104,142190.89546896104
CHE,22,656.0075609756097,41,615.6,33.07233883668274,38.16,11956.1,2.08,5.805063979187726,1822.2651491251215,1844.9028512523096,1844.9028512523096,26896.309999999998,3320650.273716002,3403666.530558902,3403666.530558902
GRC,29,715.2949999999998,42,173.7,24.534784077830672,6.17,13464.26,1.95,4.9245812626940335,2200.823912850053,2227.5015403660054,2227.5015403660054,30042.389999999996,4843625.895372619,4961763.112332927,4961763.112332927
FIN,1,388.16012499999994,80,328.8,41.26162299282989,2.55,5500.38,1.87,5.902851638558131,664.9726118730263,669.168064292973,669.168064292973,31052.809999999994,442188.5745412344,447785.8982696045,447785.8982696045
GRC,6,274.08569230769234,65,142.5,1.2799200195524785,381.95,974.01,4.25,1.2572382196900955,241.01347950793277,242.8890990759031,242.8890990759031,17815.570000000003,58087.49730452073,58995.114449903864,58995.114449903864
CAN,10,383.9430769230769,39,0.95,7.257671596699259,102.0,2050.08,0.95,2.711373798119426,444.0522380343928,449.85708882847536,449.85708882847536,14973.779999999999,197182.39010335304,202371.40036923075,202371.40036923075
PRT,22,720.7835185185182,54,610.8,27.428057798422596,66.28,11956.1,8.1,5.130462596540886,1791.682381903334,1808.5060597476552,1808.5060597476552,38922.30999999998,3210125.7576228045,3270694.1681439895,3270694.1681439895
TUR,26,349.76571428571424,42,802.56,23.682684178651815,19.21,3304.03,3.75,4.605878884773119,511.14322383467913,517.3391254936655,517.3391254936655,14690.159999999998,261267.3952721089,267639.77076655056,267639.77076655056
FRA,6,379.2026923076923,52,300.66,9.182187764201181,69.85,2328.84,2.95,2.6479450380084035,400.7774920946466,404.68760900092286,404.68760900092286,19718.54,160622.59816967454,163772.06087888384,163772.06087888384
NLD,19,680.6396153846151,52,411.1,46.36582317430615,65.2,22206.0,1.45,6.930564078352827,3024.092521767711,3053.596562111162,3053.596562111162,35393.25999999999,9145135.580211392,9324451.964137105,9324451.964137105
FIN,11,339.9818181818182,55,462.5,7.0059829037599055,29.05,1881.86,6.0,2.3294308090189255,338.86144793244927,341.9846609408896,341.9846609408896,18699.0,114827.08089487604,116953.50831885522,116953.50831885522
IND,18,372.15195652173924,46,79.2,12.371985774275561,88.45,3091.98,1.65,3.52516813165368,628.1074919657966,635.0481169402995,635.0481169402995,17118.990000000005,394519.02146356326,403286.1108294202,403286.1108294202
ZAF,23,368.2448387096775,31,634.2,7.378671270067214,12.75,1909.62,6.3,2.3087555640323303,367.2179054675054,373.288034140492,373.288034140492,11415.590000000002,134848.99009594173,139343.95643247312,139343.95643247312
CAN,1,304.65714285714296,63,204.0,1.6380311750469945,15.0,1132.8,2.95,1.3004154861067603,268.0434166942113,270.19641045124445,270.19641045124445,19193.400000000005,71847.27323310659,73006.10022073735,73006.10022073735
SWE,14,428.87956521739125,69,17.4,8.828295525469796,22.65,3209.15,1.25,2.6842791078446457,550.2323340622914,554.2633940630913,554.2633940630913,29592.689999999995,302755.62144763704,307207.90999833756,307207.90999833756
USA,22,345.07,59,433.5,4.187901564718468,13.3,1896.72,2.55,1.9849798414111317,384.5684084348345,387.86948536313355,387.86948536313355,20359.13,147892.8607661017,150442.73767586207,150442.73767586207
AUS,4,439.4087719298247,57,284.6,27.459487817576175,12.54,5424.0,1.9,5.045771271195113,784.0827149618848,791.05247616268,791.05247616268,25046.300000000007,614785.7039020002,625764.0200431074,625764.0200431074
BRA,26,339.36472727272724,55,396.72,28.125807585714487,22.75,3301.38,2.5,4.837235684609477,461.12822183641777,465.37834137579233,465.37834137579233,18665.059999999998,212639.2369740165,216577.0006216835,216577.0006216835
PRT,1,344.536052631579,76,426.56,14.87520875439726,11.15,2907.2,3.75,3.544366562124058,462.3738175923726,465.4461026701988,465.4461026701988,26184.740000000005,213789.5471949446,216640.07449087722,216640.07449087722
NOR,6,298.22731707317064,41,113.48,6.588157651512811,35.0,1570.19,11.9,2.3036693713115755,299.8591546126231,303.5842558831435,303.5842558831435,12227.319999999996,89915.51260499701,92163.40042012194,92163.40042012194
USA,17,782.329375,32,316.58,8.138714431667495,29.75,6068.06,6.22,3.0392590493940066,1449.4538723881003,1472.6466069936532,1472.6466069936532,25034.54,2100916.5281808595,2168688.0290899193,2168688.0290899193
PRT,11,847.3373684210527,57,12797.52,21.467714200638813,20.75,15160.9,3.32,4.724384638698313,2587.5957967577424,2610.597100629694,2610.597100629694,48298.23,6695652.007398336,6815217.221816164,6815217.221816164
DNK,27,836.8414285714288,28,149.49,22.128424193445667,4.95,15719.56,2.75,4.870146111614029,2889.805662657358,2942.834042853192,2942.834042853192,23431.560000000005,8350976.767926531,8660272.203775661,8660272.203775661
FIN,5,396.40557377049186,61,350.68,40.1245946632171,20.7,5401.98,2.55,6.028055618836554,699.1857488782982,704.9882197302414,704.9882197302414,24180.74,488860.71143450675,497008.3899584152,497008.3899584152
TUR,6,297.29070422535204,71,922.4,19.90327028046038,7.25,2567.64,4.95,3.9164959405682,365.43467188404134,368.03566322659515,368.03566322659515,21107.639999999996,133542.49941499697,135450.24940663978,135450.24940663978
SWE,21,279.095,46,479.4,3.2296479309997403,15.7,1295.43,3.3,1.5628623657810863,260.29232153693465,263.16856710101234,263.16856710101234,12838.37,67752.09265108698,69257.69471000003,69257.69471000003
AUT,1,571.4609230769235,65,139.12,57.41490417659373,3.3,16726.84,3.3,7.626961315683369,2040.8289368819069,2056.7111136660055,2056.7111136660055,37144.96000000002,4164982.749614534,4230060.605077261,4230060.605077261
CHN,5,297.1312765957446,47,275.8,1.7233723137858226,15.8,1055.44,1.65,1.382443866870019,253.36008001074512,256.099187507132,256.099187507132,13965.169999999996,64191.33014305117,65586.79384181315,65586.79384181315
AUS,10,415.8153191489362,47,115.08,7.362959402186386,15.22,2133.4,4.98,2.2746817685037564,372.39635306765507,376.422376592243,376.422376592243,19543.320000000003,138679.0437780896,141693.8055993524,141693.8055993524
TUR,24,345.62055555555554,36,66.93,9.67037163051301,13.16,2661.24,1.65,3.156209807093253,551.2027936851898,559.0216635615394,559.0216635615394,12442.34,303824.51976635796,312505.220331111,312505.220331111
MEX,1,323.5530508474577,59,1024.68,26.65303668084098,9.95,3174.43,2.5,4.61928767508319,441.7762575134123,445.5683979471082,445.5683979471082,19089.630000000005,195166.26170255677,198531.19724915258,198531.19724915258
CHE,13,254.3626785714285,56,539.2,3.825823951071489,19.65,1175.32,3.48,1.6281991766386086,225.0095643879156,227.04589154450747,227.04589154450747,14244.309999999996,50629.30406603953,51549.83686724025,51549.83686724025
USA,21,315.4391999999998,75,25.2,4.232680469408198,30.55,1649.58,1.45,1.9493589429900458,335.9566394432869,338.2189992775751,338.2189992775751,23657.939999999984,112866.86358602668,114392.09147232433,114392.09147232433
GRC,14,842.6534285714289,70,365.27,26.064771643937238,2.08,16774.72,1.95,5.106515556696479,2569.8860571533332,2588.4414321032373,2588.4414321032373,58985.74000000002,6604314.346751105,6700029.047428657,6700029.047428657
ZAF,12,357.7025757575755,66,664.01,7.981056264226936,9.15,2496.0,1.44,2.635873585336749,465.16383028996586,468.7283562127203,468.7283562127203,23608.369999999984,216377.38901003217,219706.2719178788,219706.2719178788
NOR,15,297.3019230769231,52,366.77,10.953333406754997,4.95,2209.74,1.45,2.8959159174366147,375.565551893912,379.2296928270774,379.2296928270774,15459.7,141049.4837693787,143815.15992171946,143815.15992171946
PRT,20,491.2240816326531,49,269.5,13.132498032134169,3825.36,3825.36,19.9,3.39783703407047,651.6223492017893,658.3750927628514,658.3750927628514,24069.980000000003,424611.6859792587,433457.7627704932,433457.7627704932
MEX,31,400.07156249999997,32,194.55,15.015809349092983,10.2,3962.85,2.47,3.7372729314360424,729.3980250312127,741.069134501217,741.069134501217,12802.289999999999,532021.4789194335,549183.462110383,549183.462110383
CHN,30,234.37960000000004,25,249.67,2.1194821660558185,19.8,954.81,6.25,1.4508342845668643,223.39155442370688,227.9980504938584,227.9980504938584,5859.490000000001,49903.78658783999,51983.11102899999,51983.11102899999
FRA,2,312.4796875,64,208.97,4.812087975546113,64.7,1561.09,5.85,2.0276468033780457,307.9989214671089,310.4337334392699,310.4337334392699,19998.7,94863.33562490233,96369.10285704365,96369.10285704365
AUS,8,497.4687719298247,57,329.36,44.221276603346574,98.75,10363.82,2.1,6.589074701027841,1370.390943384047,1382.5724357761903,1382.5724357761903,28355.72000000001,1877971.3377090185,1911506.5401681082,1911506.5401681082
CHN,10,346.47828571428573,35,271.47,9.730309856844075,102.0,2159.3,1.9,2.9371539700557,401.9168266728522,407.78453598096394,407.78453598096394,12126.74,161537.1355627755,166288.22778521007,166288.22778521007
