"alert_id","src_sys","src_id","cust_id","acct_id","start_ts","end_ts","priority","susptype1","susptype2","susptype3","alert_score","peer_group","disposition","desc_1","desc_2","desc_3","creater_id","create_ts","review_state","review_ts","review_oper","status","closed_ts","disposition_oper","fp_tp_tag"
2182,"1",2182,12748,1327,"2018-11-01T13:20:03Z",,"low","CR-T","4",,58.2741788122803,,"SAR",,,,"Prime","2018-11-01T13:20:03Z",,,,"Closed",,,"TP"
2183,"1",2183,12748,1327,"2018-10-29T16:04:03Z",,"medium","CR-S","4",,77.2334321402013,,"Escalated",,,,"Prime","2018-10-29T16:04:03Z",,,,"Closed",,,"TP"
2184,"1",2184,12748,1327,"2018-10-26T15:13:03Z",,"medium","CR-S","3",,71.7716329265386,,"Escalated",,,,"Prime","2018-10-26T15:13:03Z",,,,"Closed",,,"TP"
2185,"1",2185,12748,1327,"2018-10-19T14:53:03Z",,"medium","CR-H","4",,63.4317149640992,,"SAR",,,,"Prime","2018-10-19T14:53:03Z",,,,"Closed",,,"TP"
2186,"1",2186,12748,1327,"2018-10-12T17:45:03Z",,"low","CR-T","3",,80.3919888450764,,"SAR",,,,"Prime","2018-10-12T17:45:03Z",,,,"Closed",,,"TP"
2187,"1",2187,12748,1327,"2018-10-09T16:32:03Z",,"low","CR-C","4",,54.9731005798094,,"Escalated",,,,"Prime","2018-10-09T16:32:03Z",,,,"Closed",,,"TP"
2188,"1",2188,12748,1327,"2018-10-06T16:23:03Z",,"low","CR-T","2",,74.2767385439947,,"Escalated",,,,"Prime","2018-10-06T16:23:03Z",,,,"Closed",,,"TP"
2189,"1",2189,12748,1327,"2018-09-29T14:01:03Z",,"high","CR-S","3",,60.1656465791166,,"SAR",,,,"Prime","2018-09-29T14:01:03Z",,,,"Closed",,,"TP"
2190,"1",2190,12748,1327,"2018-09-29T13:52:03Z",,"high","CR-H","3",,62.647898553405,,"Escalated",,,,"Prime","2018-09-29T13:52:03Z",,,,"Closed",,,"TP"
2191,"1",2191,12748,1327,"2018-09-29T13:45:03Z",,"high","CR-T","1",,51.2153725721873,,"Escalated",,,,"Prime","2018-09-29T13:45:03Z",,,,"Closed",,,"TP"
2192,"1",2192,12748,1327,"2018-09-28T12:02:03Z",,"low","CR-S","1",,60.8240707195364,,"SAR",,,,"Prime","2018-09-28T12:02:03Z",,,,"Closed",,,"TP"
2193,"1",2193,12748,1327,"2018-09-21T10:56:03Z",,"high","CR-T","4",,81.0887751402333,,"SAR",,,,"Prime","2018-09-21T10:56:03Z",,,,"Closed",,,"TP"
2194,"1",2194,12748,1327,"2018-09-20T16:43:03Z",,"medium","CR-T","1",,83.5542135755532,,"SAR",,,,"Prime","2018-09-20T16:43:03Z",,,,"Closed",,,"TP"
2195,"1",2195,12748,1327,"2018-09-15T16:59:03Z",,"low","CR-C","2",,99.2789461859502,,"Escalated",,,,"Prime","2018-09-15T16:59:03Z",,,,"Closed",,,"TP"
2196,"1",2196,12748,1327,"2018-09-13T14:25:03Z",,"low","CR-T","1",,53.4693025634624,,"Escalated",,,,"Prime","2018-09-13T14:25:03Z",,,,"Closed",,,"TP"
2197,"1",2197,12748,1327,"2018-09-08T17:47:03Z",,"medium","CR-C","2",,65.4129392583855,,"Escalated",,,,"Prime","2018-09-08T17:47:03Z",,,,"Closed",,,"TP"
2198,"1",2198,12748,1327,"2018-09-06T15:35:03Z",,"low","CR-H","4",,77.7601445210166,,"SAR",,,,"Prime","2018-09-06T15:35:03Z",,,,"Closed",,,"TP"
2199,"1",2199,12748,1327,"2018-09-05T16:17:03Z",,"medium","CR-H","3",,83.8377414038405,,"Escalated",,,,"Prime","2018-09-05T16:17:03Z",,,,"Closed",,,"TP"
2200,"1",2200,12748,1327,"2018-09-05T14:47:03Z",,"high","CR-C","1",,81.0717541258782,,"SAR",,,,"Prime","2018-09-05T14:47:03Z",,,,"Closed",,,"TP"
2201,"1",2201,12748,1327,"2018-08-29T13:50:03Z",,"medium","CR-T","4",,76.5219033230096,,"SAR",,,,"Prime","2018-08-29T13:50:03Z",,,,"Closed",,,"TP"
2202,"1",2202,12748,1327,"2018-08-25T15:29:03Z",,"low","CR-T","2",,88.9657875173725,,"Escalated",,,,"Prime","2018-08-25T15:29:03Z",,,,"Closed",,,"TP"
2203,"1",2203,12748,1327,"2018-08-25T13:54:03Z",,"high","CR-S","2",,53.8646109518595,,"Escalated",,,,"Prime","2018-08-25T13:54:03Z",,,,"Closed",,,"TP"
2204,"1",2204,12748,1327,"2018-08-10T19:55:03Z",,"medium","CR-C","4",,73.557183763478,,"Escalated",,,,"Prime","2018-08-10T19:55:03Z",,,,"Closed",,,"TP"
2205,"1",2205,12748,1327,"2018-08-09T17:28:03Z",,"high","CR-S","2",,83.9169714250602,,"Escalated",,,,"Prime","2018-08-09T17:28:03Z",,,,"Closed",,,"TP"
2206,"1",2206,12748,1327,"2018-08-09T14:42:03Z",,"high","CR-S","3",,72.6769565488212,,"SAR",,,,"Prime","2018-08-09T14:42:03Z",,,,"Closed",,,"TP"
2207,"1",2207,12748,1327,"2018-08-08T16:22:03Z",,"medium","CR-S","1",,96.789789700415,,"SAR",,,,"Prime","2018-08-08T16:22:03Z",,,,"Closed",,,"TP"
2208,"1",2208,12748,1327,"2018-08-06T16:20:03Z",,"low","CR-S","3",,68.5143444105052,,"Escalated",,,,"Prime","2018-08-06T16:20:03Z",,,,"Closed",,,"TP"
2209,"1",2209,12748,1327,"2018-08-06T16:15:03Z",,"high","CR-C","3",,79.7779216896743,,"Escalated",,,,"Prime","2018-08-06T16:15:03Z",,,,"Closed",,,"TP"
2210,"1",2210,12748,1327,"2018-08-04T20:55:03Z",,"low","CR-H","3",,50.2037494792603,,"Escalated",,,,"Prime","2018-08-04T20:55:03Z",,,,"Closed",,,"TP"
2211,"1",2211,12748,1327,"2018-08-04T20:53:03Z",,"medium","CR-S","1",,67.202019749675,,"Escalated",,,,"Prime","2018-08-04T20:53:03Z",,,,"Closed",,,"TP"
2212,"1",2212,12748,1327,"2018-08-04T20:49:03Z",,"low","CR-S","1",,72.8105024201796,,"Escalated",,,,"Prime","2018-08-04T20:49:03Z",,,,"Closed",,,"TP"
2213,"1",2213,12748,1327,"2018-08-04T20:44:03Z",,"low","CR-H","4",,64.4077855162323,,"Escalated",,,,"Prime","2018-08-04T20:44:03Z",,,,"Closed",,,"TP"
2214,"1",2214,12748,1327,"2018-08-04T20:42:03Z",,"medium","CR-T","1",,53.060800395906,,"SAR",,,,"Prime","2018-08-04T20:42:03Z",,,,"Closed",,,"TP"
2215,"1",2215,12748,1327,"2018-08-04T20:39:03Z",,"low","CR-H","2",,85.1947274757549,,"SAR",,,,"Prime","2018-08-04T20:39:03Z",,,,"Closed",,,"TP"
2216,"1",2216,12748,1327,"2018-08-04T20:37:03Z",,"medium","CR-H","1",,70.8811054704711,,"SAR",,,,"Prime","2018-08-04T20:37:03Z",,,,"Closed",,,"TP"
2217,"1",2217,12748,1327,"2018-08-04T20:22:03Z",,"medium","CR-S","4",,87.8011221066117,,"SAR",,,,"Prime","2018-08-04T20:22:03Z",,,,"Closed",,,"TP"
2218,"1",2218,12748,1327,"2018-08-03T20:16:03Z",,"high","CR-H","4",,67.8999366704375,,"SAR",,,,"Prime","2018-08-03T20:16:03Z",,,,"Closed",,,"TP"
2219,"1",2219,12748,1327,"2018-07-27T15:34:03Z",,"low","CR-S","3",,93.1751372059807,,"Escalated",,,,"Prime","2018-07-27T15:34:03Z",,,,"Closed",,,"TP"
2220,"1",2220,12748,1327,"2018-07-16T13:37:03Z",,"medium","CR-T","2",,76.8140174914151,,"Escalated",,,,"Prime","2018-07-16T13:37:03Z",,,,"Closed",,,"TP"
2221,"1",2221,12748,1327,"2018-07-07T16:35:03Z",,"low","CR-H","3",,78.0602359562181,,"Escalated",,,,"Prime","2018-07-07T16:35:03Z",,,,"Closed",,,"TP"
2222,"1",2222,12748,1327,"2018-06-30T15:07:03Z",,"low","CR-C","4",,74.8584687476978,,"Escalated",,,,"Prime","2018-06-30T15:07:03Z",,,,"Closed",,,"TP"
2223,"1",2223,12748,1327,"2018-06-23T15:45:03Z",,"high","CR-H","4",,74.8008727445267,,"Escalated",,,,"Prime","2018-06-23T15:45:03Z",,,,"Closed",,,"TP"
2224,"1",2224,12748,1327,"2018-06-23T15:30:03Z",,"high","CR-C","3",,59.9889328936115,,"SAR",,,,"Prime","2018-06-23T15:30:03Z",,,,"Closed",,,"TP"
2225,"1",2225,12748,1327,"2018-06-22T14:37:03Z",,"low","CR-C","4",,72.8056145017035,,"Escalated",,,,"Prime","2018-06-22T14:37:03Z",,,,"Closed",,,"TP"
2226,"1",2226,12748,1327,"2018-06-19T16:40:03Z",,"medium","CR-T","1",,54.4025789480656,,"Escalated",,,,"Prime","2018-06-19T16:40:03Z",,,,"Closed",,,"TP"
2227,"1",2227,12748,1327,"2018-06-09T18:50:03Z",,"medium","CR-C","3",,74.3384027387947,,"Escalated",,,,"Prime","2018-06-09T18:50:03Z",,,,"Closed",,,"TP"
2228,"1",2228,12748,1327,"2018-06-06T14:30:03Z",,"low","CR-H","3",,68.9169768011197,,"Escalated",,,,"Prime","2018-06-06T14:30:03Z",,,,"Closed",,,"TP"
2229,"1",2229,12748,1327,"2018-05-29T15:31:03Z",,"high","CR-C","4",,66.8763467459939,,"Escalated",,,,"Prime","2018-05-29T15:31:03Z",,,,"Closed",,,"TP"
2230,"1",2230,12748,1327,"2018-05-28T16:07:03Z",,"medium","CR-C","4",,82.636360428296,,"Escalated",,,,"Prime","2018-05-28T16:07:03Z",,,,"Closed",,,"TP"
2231,"1",2231,12748,1327,"2018-05-24T19:15:03Z",,"low","CR-C","4",,50.0233110273257,,"Escalated",,,,"Prime","2018-05-24T19:15:03Z",,,,"Closed",,,"TP"
2232,"1",2232,12748,1327,"2018-05-23T19:20:03Z",,"low","CR-H","3",,89.5943780429661,,"Escalated",,,,"Prime","2018-05-23T19:20:03Z",,,,"Closed",,,"TP"
2233,"1",2233,12748,1327,"2018-05-18T16:42:03Z",,"low","CR-T","2",,94.6287873433903,,"SAR",,,,"Prime","2018-05-18T16:42:03Z",,,,"Closed",,,"TP"
2234,"1",2234,12748,1327,"2018-04-18T12:15:03Z",,"high","CR-T","3",,87.120567902457,,"Escalated",,,,"Prime","2018-04-18T12:15:03Z",,,,"Closed",,,"TP"
2235,"1",2235,12748,1327,"2018-04-16T15:04:03Z",,"high","CR-S","4",,90.1809918927029,,"SAR",,,,"Prime","2018-04-16T15:04:03Z",,,,"Closed",,,"TP"
2236,"1",2236,12748,1327,"2018-04-05T19:33:03Z",,"medium","CR-C","2",,94.2498445510864,,"Escalated",,,,"Prime","2018-04-05T19:33:03Z",,,,"Closed",,,"TP"
2237,"1",2237,12748,1327,"2018-04-05T18:06:03Z",,"low","CR-T","1",,93.8398102298379,,"SAR",,,,"Prime","2018-04-05T18:06:03Z",,,,"Closed",,,"TP"
2238,"1",2238,12748,1327,"2018-03-23T17:32:03Z",,"medium","CR-H","4",,52.1715315058827,,"SAR",,,,"Prime","2018-03-23T17:32:03Z",,,,"Closed",,,"TP"
2239,"1",2239,12748,1327,"2018-03-23T13:09:03Z",,"medium","CR-H","2",,90.973944729194,,"SAR",,,,"Prime","2018-03-23T13:09:03Z",,,,"Closed",,,"TP"
2240,"1",2240,12748,1327,"2018-03-21T18:06:03Z",,"low","CR-C","4",,53.0762665206567,,"SAR",,,,"Prime","2018-03-21T18:06:03Z",,,,"Closed",,,"TP"
2241,"1",2241,12748,1327,"2018-03-16T14:42:03Z",,"medium","CR-S","2",,59.1300722560845,,"Escalated",,,,"Prime","2018-03-16T14:42:03Z",,,,"Closed",,,"TP"
2242,"1",2242,12748,1327,"2018-03-16T13:51:03Z",,"low","CR-H","2",,68.259175575804,,"SAR",,,,"Prime","2018-03-16T13:51:03Z",,,,"Closed",,,"TP"
2243,"1",2243,12748,1327,"2018-03-16T11:35:03Z",,"medium","CR-S","4",,72.537608188577,,"Escalated",,,,"Prime","2018-03-16T11:35:03Z",,,,"Closed",,,"TP"
2244,"1",2244,12748,1327,"2018-03-14T15:09:03Z",,"medium","CR-T","1",,97.6655521662906,,"SAR",,,,"Prime","2018-03-14T15:09:03Z",,,,"Closed",,,"TP"
2245,"1",2245,12748,1327,"2018-03-10T14:58:03Z",,"medium","CR-T","4",,60.1545742945746,,"Escalated",,,,"Prime","2018-03-10T14:58:03Z",,,,"Closed",,,"TP"
2246,"1",2246,12748,1327,"2018-03-10T14:56:03Z",,"low","CR-H","2",,84.8355065332726,,"Escalated",,,,"Prime","2018-03-10T14:56:03Z",,,,"Closed",,,"TP"
2247,"1",2247,12748,1327,"2018-03-10T14:50:03Z",,"high","CR-C","1",,59.8066084785387,,"SAR",,,,"Prime","2018-03-10T14:50:03Z",,,,"Closed",,,"TP"
2248,"1",2248,12748,1327,"2018-03-10T13:42:03Z",,"low","CR-T","2",,87.1007742360234,,"Escalated",,,,"Prime","2018-03-10T13:42:03Z",,,,"Closed",,,"TP"
2249,"1",2249,12748,1327,"2018-03-10T13:33:03Z",,"high","CR-S","4",,54.6306199510582,,"SAR",,,,"Prime","2018-03-10T13:33:03Z",,,,"Closed",,,"TP"
2250,"1",2250,12748,1327,"2018-03-10T13:24:03Z",,"low","CR-S","4",,71.5474227094092,,"SAR",,,,"Prime","2018-03-10T13:24:03Z",,,,"Closed",,,"TP"
2251,"1",2251,12748,1327,"2018-03-09T15:22:03Z",,"high","CR-H","1",,56.6376955714077,,"Escalated",,,,"Prime","2018-03-09T15:22:03Z",,,,"Closed",,,"TP"
2252,"1",2252,12748,1327,"2018-03-09T13:44:03Z",,"medium","CR-T","1",,77.8639808413573,,"SAR",,,,"Prime","2018-03-09T13:44:03Z",,,,"Closed",,,"TP"
2253,"1",2253,12748,1327,"2018-03-08T19:20:03Z",,"medium","CR-T","3",,83.5723921074532,,"Escalated",,,,"Prime","2018-03-08T19:20:03Z",,,,"Closed",,,"TP"
2254,"1",2254,12748,1327,"2018-03-08T15:17:03Z",,"medium","CR-S","2",,79.5573247945868,,"SAR",,,,"Prime","2018-03-08T15:17:03Z",,,,"Closed",,,"TP"
2255,"1",2255,12748,1327,"2018-03-07T16:41:03Z",,"low","CR-S","2",,91.225310752634,,"SAR",,,,"Prime","2018-03-07T16:41:03Z",,,,"Closed",,,"TP"
2256,"1",2256,12748,1327,"2018-03-06T17:54:03Z",,"low","CR-T","3",,91.0900418064557,,"Escalated",,,,"Prime","2018-03-06T17:54:03Z",,,,"Closed",,,"TP"
2257,"1",2257,12748,1327,"2018-03-06T14:23:03Z",,"medium","CR-T","2",,52.4848314467818,,"Escalated",,,,"Prime","2018-03-06T14:23:03Z",,,,"Closed",,,"TP"
2258,"1",2258,12748,1327,"2018-03-05T18:41:03Z",,"low","CR-T","4",,81.3151769456454,,"SAR",,,,"Prime","2018-03-05T18:41:03Z",,,,"Closed",,,"TP"
2259,"1",2259,12748,1327,"2018-03-05T17:26:03Z",,"high","CR-T","2",,88.0658574635163,,"SAR",,,,"Prime","2018-03-05T17:26:03Z",,,,"Closed",,,"TP"
2260,"1",2260,12748,1327,"2018-03-05T15:05:03Z",,"medium","CR-H","1",,98.8889820990153,,"Escalated",,,,"Prime","2018-03-05T15:05:03Z",,,,"Closed",,,"TP"
2261,"1",2261,12748,1327,"2018-03-05T14:57:03Z",,"low","CR-T","3",,70.3959444654174,,"Escalated",,,,"Prime","2018-03-05T14:57:03Z",,,,"Closed",,,"TP"
2262,"1",2262,12748,1327,"2018-03-05T14:53:03Z",,"medium","CR-H","2",,96.5045581688173,,"SAR",,,,"Prime","2018-03-05T14:53:03Z",,,,"Closed",,,"TP"
2263,"1",2263,12748,1327,"2018-03-05T14:42:03Z",,"medium","CR-H","4",,71.0852887714282,,"Escalated",,,,"Prime","2018-03-05T14:42:03Z",,,,"Closed",,,"TP"
2264,"1",2264,15531,3291,"2019-02-07T19:47:03Z",,"medium","CR-T","2",,63.3045722614043,,"SAR",,,,"Prime","2019-02-07T19:47:03Z",,,,"Closed",,,"TP"
2265,"1",2265,12621,1226,"2018-12-08T11:11:03Z",,"high","CR-H","2",,66.8211846612394,,"Escalated",,,,"Prime","2018-12-08T11:11:03Z",,,,"Closed",,,"TP"
2266,"1",2266,12621,1226,"2018-09-18T12:33:03Z",,"medium","CR-H","4",,67.8280800348148,,"SAR",,,,"Prime","2018-09-18T12:33:03Z",,,,"Closed",,,"TP"
2267,"1",2267,12621,1226,"2018-03-16T12:28:03Z",,"medium","CR-H","1",,60.8869235962629,,"SAR",,,,"Prime","2018-03-16T12:28:03Z",,,,"Closed",,,"TP"
2268,"1",2268,12621,1226,"2019-01-16T13:48:03Z",,"medium","CR-T","4",,62.4033838044852,,"SAR",,,,"Prime","2019-01-16T13:48:03Z",,,,"Closed",,,"TP"
2269,"1",2269,12621,1226,"2018-12-18T15:56:03Z",,"low","CR-H","2",,87.5536485458724,,"Escalated",,,,"Prime","2018-12-18T15:56:03Z",,,,"Closed",,,"TP"
2270,"1",2270,12621,1226,"2018-11-29T16:30:03Z",,"low","CR-H","1",,64.7157552884892,,"SAR",,,,"Prime","2018-11-29T16:30:03Z",,,,"Closed",,,"TP"
2271,"1",2271,12621,1226,"2018-11-21T12:47:03Z",,"high","CR-C","1",,68.1480964180082,,"SAR",,,,"Prime","2018-11-21T12:47:03Z",,,,"Closed",,,"TP"
2272,"1",2272,12621,1226,"2018-10-13T15:34:03Z",,"high","CR-H","3",,92.3628218588419,,"Escalated",,,,"Prime","2018-10-13T15:34:03Z",,,,"Closed",,,"TP"
2273,"1",2273,12621,1226,"2018-09-14T15:46:03Z",,"high","CR-T","2",,72.9632178205065,,"SAR",,,,"Prime","2018-09-14T15:46:03Z",,,,"Closed",,,"TP"
2274,"1",2274,12621,1226,"2018-09-14T15:45:03Z",,"high","CR-T","1",,91.8537580757402,,"Escalated",,,,"Prime","2018-09-14T15:45:03Z",,,,"Closed",,,"TP"
2275,"1",2275,12621,1226,"2018-08-21T16:38:03Z",,"high","CR-S","3",,83.6473028874025,,"Escalated",,,,"Prime","2018-08-21T16:38:03Z",,,,"Closed",,,"TP"
2276,"1",2276,12621,1226,"2018-08-10T10:41:03Z",,"high","CR-S","2",,60.3975552483462,,"Escalated",,,,"Prime","2018-08-10T10:41:03Z",,,,"Closed",,,"TP"
2277,"1",2277,12621,1226,"2018-08-10T10:40:03Z",,"high","CR-C","4",,54.276440734975,,"SAR",,,,"Prime","2018-08-10T10:40:03Z",,,,"Closed",,,"TP"
2278,"1",2278,12621,1226,"2018-07-26T13:02:03Z",,"medium","CR-C","3",,61.6454990813509,,"Escalated",,,,"Prime","2018-07-26T13:02:03Z",,,,"Closed",,,"TP"
2279,"1",2279,12621,1226,"2018-05-22T15:40:03Z",,"low","CR-S","1",,85.445002396591,,"SAR",,,,"Prime","2018-05-22T15:40:03Z",,,,"Closed",,,"TP"
2280,"1",2280,12621,1226,"2018-05-15T14:11:03Z",,"low","CR-S","4",,83.0313363694586,,"SAR",,,,"Prime","2018-05-15T14:11:03Z",,,,"Closed",,,"TP"
2281,"1",2281,12621,1226,"2018-03-17T14:38:03Z",,"low","CR-S","4",,81.7805776023306,,"SAR",,,,"Prime","2018-03-17T14:38:03Z",,,,"Closed",,,"TP"
2282,"1",2282,12621,1226,"2018-03-09T12:16:03Z",,"low","CR-T","3",,86.9905384141021,,"SAR",,,,"Prime","2018-03-09T12:16:03Z",,,,"Closed",,,"TP"
2283,"1",2283,17197,4469,"2019-02-08T12:32:03Z",,"low","CR-S","4",,72.5273393560201,,"SAR",,,,"Prime","2019-02-08T12:32:03Z",,,,"Closed",,,"TP"
2284,"1",2284,14952,2865,"2018-10-02T16:59:03Z",,"low","CR-S","3",,53.3125414513052,,"SAR",,,,"Prime","2018-10-02T16:59:03Z",,,,"Closed",,,"TP"
2285,"1",2285,14952,2865,"2018-06-29T13:57:03Z",,"medium","CR-C","2",,99.6459276066162,,"SAR",,,,"Prime","2018-06-29T13:57:03Z",,,,"Closed",,,"TP"
2286,"1",2286,14952,2865,"2018-03-08T13:33:03Z",,"low","CR-T","2",,81.5612077247351,,"SAR",,,,"Prime","2018-03-08T13:33:03Z",,,,"Closed",,,"TP"
2287,"1",2287,14952,2865,"2019-01-09T11:31:03Z",,"high","CR-H","3",,87.6945257070474,,"Escalated",,,,"Prime","2019-01-09T11:31:03Z",,,,"Closed",,,"TP"
2288,"1",2288,14952,2865,"2018-12-28T09:28:03Z",,"high","CR-H","4",,57.3610553634353,,"SAR",,,,"Prime","2018-12-28T09:28:03Z",,,,"Closed",,,"TP"
2289,"1",2289,14952,2865,"2018-12-11T13:48:03Z",,"medium","CR-C","3",,72.5798854953609,,"Escalated",,,,"Prime","2018-12-11T13:48:03Z",,,,"Closed",,,"TP"
2290,"1",2290,14952,2865,"2018-08-15T09:38:03Z",,"medium","CR-T","2",,52.4957562680356,,"SAR",,,,"Prime","2018-08-15T09:38:03Z",,,,"Closed",,,"TP"
2291,"1",2291,14952,2865,"2018-08-15T09:37:03Z",,"low","CR-C","3",,94.8349662357941,,"Escalated",,,,"Prime","2018-08-15T09:37:03Z",,,,"Closed",,,"TP"
2292,"1",2292,14952,2865,"2018-08-15T09:34:03Z",,"medium","CR-T","1",,51.7679789452814,,"Escalated",,,,"Prime","2018-08-15T09:34:03Z",,,,"Closed",,,"TP"
2293,"1",2293,14952,2865,"2018-05-28T12:30:03Z",,"high","CR-C","4",,79.188840626739,,"SAR",,,,"Prime","2018-05-28T12:30:03Z",,,,"Closed",,,"TP"
2294,"1",2294,14952,2865,"2018-05-08T11:50:03Z",,"low","CR-C","1",,52.4734766455367,,"Escalated",,,,"Prime","2018-05-08T11:50:03Z",,,,"Closed",,,"TP"
2295,"1",2295,17230,4490,"2018-05-11T16:15:03Z",,"medium","CR-C","4",,61.9908623280935,,"SAR",,,,"Prime","2018-05-11T16:15:03Z",,,,"Closed",,,"TP"
2296,"1",2296,17230,4490,"2018-04-07T11:32:03Z",,"low","CR-T","1",,59.4031020533294,,"SAR",,,,"Prime","2018-04-07T11:32:03Z",,,,"Closed",,,"TP"
2297,"1",2297,17230,4490,"2018-03-20T17:07:03Z",,"low","CR-H","3",,61.8617653730325,,"Escalated",,,,"Prime","2018-03-20T17:07:03Z",,,,"Closed",,,"TP"
2298,"1",2298,17230,4490,"2018-06-18T17:12:03Z",,"high","CR-H","4",,98.4649836434983,,"Escalated",,,,"Prime","2018-06-18T17:12:03Z",,,,"Closed",,,"TP"
2299,"1",2299,17230,4490,"2018-05-03T14:03:03Z",,"high","CR-H","2",,63.5604075156152,,"SAR",,,,"Prime","2018-05-03T14:03:03Z",,,,"Closed",,,"TP"
2300,"1",2300,17230,4490,"2018-03-20T18:04:03Z",,"low","CR-H","4",,72.4621985922568,,"Escalated",,,,"Prime","2018-03-20T18:04:03Z",,,,"Closed",,,"TP"
2301,"1",2301,17230,4490,"2018-03-20T17:12:03Z",,"high","CR-C","1",,95.5971885588951,,"SAR",,,,"Prime","2018-03-20T17:12:03Z",,,,"Closed",,,"TP"
2302,"1",2302,17230,4490,"2018-03-20T17:09:03Z",,"low","CR-C","1",,66.6302658850327,,"SAR",,,,"Prime","2018-03-20T17:09:03Z",,,,"Closed",,,"TP"
2303,"1",2303,17230,4490,"2018-03-20T16:59:03Z",,"medium","CR-T","4",,97.459434508346,,"SAR",,,,"Prime","2018-03-20T16:59:03Z",,,,"Closed",,,"TP"
2304,"1",2304,17230,4490,"2018-03-15T13:22:03Z",,"low","CR-H","2",,98.6385878059082,,"SAR",,,,"Prime","2018-03-15T13:22:03Z",,,,"Closed",,,"TP"
2305,"1",2305,17133,4429,"2019-02-22T14:27:03Z",,"high","CR-H","3",,60.6465216027573,,"Escalated",,,,"Prime","2019-02-22T14:27:03Z",,,,"Closed",,,"TP"
2306,"1",2306,17133,4429,"2019-02-22T14:24:03Z",,"high","CR-C","4",,90.1032450725324,,"Escalated",,,,"Prime","2019-02-22T14:24:03Z",,,,"Closed",,,"TP"
2307,"1",2307,17133,4429,"2019-02-04T11:34:03Z",,"medium","CR-H","1",,64.9487100890838,,"Escalated",,,,"Prime","2019-02-04T11:34:03Z",,,,"Closed",,,"TP"
2308,"1",2308,17133,4429,"2018-12-12T14:15:03Z",,"high","CR-C","2",,73.1547582079656,,"SAR",,,,"Prime","2018-12-12T14:15:03Z",,,,"Closed",,,"TP"
2309,"1",2309,17133,4429,"2018-06-16T14:47:03Z",,"low","CR-T","2",,74.1828975267708,,"Escalated",,,,"Prime","2018-06-16T14:47:03Z",,,,"Closed",,,"TP"
2310,"1",2310,17353,4572,"2018-10-31T18:19:03Z",,"medium","CR-T","1",,73.5537100001238,,"Escalated",,,,"Prime","2018-10-31T18:19:03Z",,,,"Closed",,,"TP"
2311,"1",2311,17353,4572,"2018-10-06T17:17:03Z",,"medium","CR-S","3",,65.5154460924678,,"SAR",,,,"Prime","2018-10-06T17:17:03Z",,,,"Closed",,,"TP"
2312,"1",2312,12597,1204,"2019-02-18T15:33:03Z",,"medium","CR-H","4",,98.8197920727544,,"SAR",,,,"Prime","2019-02-18T15:33:03Z",,,,"Closed",,,"TP"
2313,"1",2313,12597,1204,"2019-02-05T16:43:03Z",,"low","CR-H","2",,86.8819541297853,,"Escalated",,,,"Prime","2019-02-05T16:43:03Z",,,,"Closed",,,"TP"
2314,"1",2314,12597,1204,"2018-06-14T15:00:03Z",,"high","CR-C","4",,65.9054353716783,,"SAR",,,,"Prime","2018-06-14T15:00:03Z",,,,"Closed",,,"TP"
2315,"1",2315,13078,1548,"2019-03-08T20:48:03Z",,"low","CR-H","3",,92.8664254024625,,"SAR",,,,"Prime","2019-03-08T20:48:03Z",,,,"Closed",,,"TP"
2316,"1",2316,13078,1548,"2019-02-28T16:40:03Z",,"high","CR-T","3",,62.8139930893667,,"SAR",,,,"Prime","2019-02-28T16:40:03Z",,,,"Closed",,,"TP"
2317,"1",2317,13078,1548,"2019-02-16T19:03:03Z",,"low","CR-S","4",,99.8531380784698,,"Escalated",,,,"Prime","2019-02-16T19:03:03Z",,,,"Closed",,,"TP"
2318,"1",2318,13078,1548,"2019-01-08T18:01:03Z",,"low","CR-C","1",,83.4952569566667,,"Escalated",,,,"Prime","2019-01-08T18:01:03Z",,,,"Closed",,,"TP"
2319,"1",2319,13078,1548,"2018-11-16T07:31:03Z",,"medium","CR-S","3",,98.4705762472004,,"Escalated",,,,"Prime","2018-11-16T07:31:03Z",,,,"Closed",,,"TP"
2320,"1",2320,13078,1548,"2018-10-06T14:41:03Z",,"medium","CR-S","4",,70.3762633027509,,"SAR",,,,"Prime","2018-10-06T14:41:03Z",,,,"Closed",,,"TP"
2321,"1",2321,13078,1548,"2018-10-06T14:33:03Z",,"low","CR-T","2",,82.093760301359,,"SAR",,,,"Prime","2018-10-06T14:33:03Z",,,,"Closed",,,"TP"
2322,"1",2322,13078,1548,"2018-08-22T18:50:03Z",,"high","CR-S","3",,71.0296432254836,,"SAR",,,,"Prime","2018-08-22T18:50:03Z",,,,"Closed",,,"TP"
2323,"1",2323,13078,1548,"2018-06-30T13:14:03Z",,"medium","CR-S","1",,67.9336164612323,,"SAR",,,,"Prime","2018-06-30T13:14:03Z",,,,"Closed",,,"TP"
2324,"1",2324,13078,1548,"2018-05-19T17:40:03Z",,"medium","CR-H","3",,89.7997921332717,,"Escalated",,,,"Prime","2018-05-19T17:40:03Z",,,,"Closed",,,"TP"
2325,"1",2325,13078,1548,"2018-05-12T19:01:03Z",,"high","CR-S","1",,82.7528537949547,,"Escalated",,,,"Prime","2018-05-12T19:01:03Z",,,,"Closed",,,"TP"
